x-axis,2
second,Volt
-45.000E-03,+0.0E+00
-42.900E-03,+0.0E+00
-40.800E-03,+0.0E+00
-38.700E-03,-26.533E-03
-36.600E-03,-24.874E-03
-34.500E-03,+0.0E+00
-32.400E-03,+0.0E+00
-30.300E-03,+0.0E+00
-28.200E-03,-26.533E-03
-26.100E-03,-26.533E-03
-24.000E-03,-24.874E-03
-21.900E-03,+0.0E+00
-19.800E-03,+0.0E+00
-17.700E-03,+0.0E+00
-15.600E-03,+0.0E+00
-13.500E-03,-26.533E-03
-11.400E-03,+0.0E+00
-9.300E-03,-24.874E-03
-7.200E-03,-24.874E-03
-5.100E-03,+0.0E+00
-3.000E-03,+0.0E+00
-900E-06,+0.0E+00
+1.200E-03,+1.378040E+00
+3.300E-03,-53.065E-03
+5.400E-03,-26.533E-03
+7.500E-03,+26.533E-03
+9.600E-03,+0.0E+00
+11.700E-03,+0.0E+00
+13.800E-03,-26.533E-03
+15.900E-03,-26.533E-03
+18.000E-03,+0.0E+00
+20.100E-03,+26.533E-03
+22.200E-03,+26.533E-03
+24.300E-03,-24.874E-03
+26.400E-03,-26.533E-03
+28.500E-03,-24.874E-03
+30.600E-03,+24.874E-03
+32.700E-03,+26.533E-03
+34.800E-03,-26.533E-03
+36.900E-03,-106.131E-03
+39.000E-03,+875.578E-03
+41.100E-03,+1.484171E+00
+43.200E-03,-104.472E-03
+45.300E-03,-26.533E-03
+47.400E-03,+26.533E-03
+49.500E-03,+26.533E-03
+51.600E-03,+0.0E+00
+53.700E-03,-26.533E-03
+55.800E-03,+0.0E+00
+57.900E-03,+0.0E+00
+60.000E-03,+0.0E+00
+62.100E-03,+0.0E+00
+64.200E-03,+0.0E+00
+66.300E-03,-26.533E-03
+68.400E-03,+0.0E+00
+70.500E-03,+24.874E-03
+72.600E-03,+53.065E-03
+74.700E-03,+0.0E+00
+76.800E-03,-132.663E-03
+78.900E-03,+663.317E-03
+81.000E-03,+1.643367E+00
+83.100E-03,-26.533E-03
+85.200E-03,-26.533E-03
+87.300E-03,+24.874E-03
+89.400E-03,+24.874E-03
+91.500E-03,+0.0E+00
+93.600E-03,-26.533E-03
+95.700E-03,+0.0E+00
+97.800E-03,+0.0E+00
+99.900E-03,+0.0E+00
+102.000E-03,+24.874E-03
+104.100E-03,+0.0E+00
+106.200E-03,-26.533E-03
+108.300E-03,+0.0E+00
+110.400E-03,+0.0E+00
+112.500E-03,+51.407E-03
+114.600E-03,-26.533E-03
+116.700E-03,-79.598E-03
+118.800E-03,+636.784E-03
+120.900E-03,+1.590301E+00
+123.000E-03,-106.131E-03
+125.100E-03,-26.533E-03
+127.200E-03,+26.533E-03
+129.300E-03,+24.874E-03
+131.400E-03,-24.874E-03
+133.500E-03,-26.533E-03
+135.600E-03,+0.0E+00
+137.700E-03,+0.0E+00
+139.800E-03,+0.0E+00
+141.900E-03,+0.0E+00
+144.000E-03,+0.0E+00
+146.100E-03,-26.533E-03
+148.200E-03,-24.874E-03
+150.300E-03,+0.0E+00
+152.400E-03,+26.533E-03
+154.500E-03,+0.0E+00
+156.600E-03,-106.131E-03
+158.700E-03,+424.523E-03
+160.800E-03,+1.855628E+00
+162.900E-03,+0.0E+00
+165.000E-03,-51.407E-03
+167.100E-03,+0.0E+00
+169.200E-03,+26.533E-03
+171.300E-03,+0.0E+00
+173.400E-03,-26.533E-03
+175.500E-03,-26.533E-03
+177.600E-03,+0.0E+00
+179.700E-03,+0.0E+00
+181.800E-03,+24.874E-03
+183.900E-03,+0.0E+00
+186.000E-03,-26.533E-03
+188.100E-03,-26.533E-03
+190.200E-03,+0.0E+00
+192.300E-03,+53.065E-03
+194.400E-03,-26.533E-03
+196.500E-03,-53.065E-03
+198.600E-03,+424.523E-03
+200.700E-03,+1.749497E+00
+202.800E-03,-79.598E-03
+204.900E-03,-26.533E-03
+207.000E-03,+0.0E+00
+209.100E-03,+26.533E-03
+211.200E-03,+0.0E+00
+213.300E-03,-26.533E-03
+215.400E-03,-26.533E-03
+217.500E-03,+0.0E+00
+219.600E-03,+0.0E+00
+221.700E-03,+0.0E+00
+223.800E-03,+0.0E+00
+225.900E-03,-26.533E-03
+228.000E-03,-26.533E-03
+230.100E-03,+0.0E+00
+232.200E-03,+51.407E-03
+234.300E-03,-24.874E-03
+236.400E-03,-79.598E-03
+238.500E-03,+291.859E-03
+240.600E-03,+2.067889E+00
+242.700E-03,+24.874E-03
+244.800E-03,+0.0E+00
+246.900E-03,+0.0E+00
+249.000E-03,+0.0E+00
+251.100E-03,+0.0E+00
+253.200E-03,-26.533E-03
+255.300E-03,-26.533E-03
+257.400E-03,+0.0E+00
+259.500E-03,-24.874E-03
+261.600E-03,+0.0E+00
+263.700E-03,-24.874E-03
+265.800E-03,-24.874E-03
+267.900E-03,-24.874E-03
+270.000E-03,+0.0E+00
+272.100E-03,+26.533E-03
