x-axis,1,2
second,Volt,Volt
-3.000000E-03,+0.0E+00,+0.0E+00
-2.995000E-03,-20.100502E-03,+6.281407E-03
-2.990000E-03,-16.331658E-03,+0.0E+00
-2.985000E-03,-6.281407E-03,+20.100502E-03
-2.980000E-03,+0.0E+00,+0.0E+00
-2.975000E-03,-12.562814E-03,+6.281407E-03
-2.970000E-03,-16.331658E-03,+0.0E+00
-2.965000E-03,-20.100502E-03,+0.0E+00
-2.960000E-03,-2.512563E-03,+20.100502E-03
-2.955000E-03,-20.100502E-03,+0.0E+00
-2.950000E-03,-2.512563E-03,+16.331658E-03
-2.945000E-03,-6.281407E-03,+6.281407E-03
-2.940000E-03,-2.512563E-03,+0.0E+00
-2.935000E-03,-6.281407E-03,+12.562814E-03
-2.930000E-03,-20.100502E-03,+20.100502E-03
-2.925000E-03,-12.562814E-03,+6.281407E-03
-2.920000E-03,-2.512563E-03,+0.0E+00
-2.915000E-03,-20.100502E-03,+12.562814E-03
-2.910000E-03,-16.331658E-03,+20.100502E-03
-2.905000E-03,-20.100502E-03,+0.0E+00
-2.900000E-03,-20.100502E-03,+2.512563E-03
-2.895000E-03,-20.100502E-03,+12.562814E-03
-2.890000E-03,-20.100502E-03,+20.100502E-03
-2.885000E-03,-20.100502E-03,+0.0E+00
-2.880000E-03,-20.100502E-03,+2.512563E-03
-2.875000E-03,-6.281407E-03,+12.562814E-03
-2.870000E-03,-2.512563E-03,+0.0E+00
-2.865000E-03,-20.100502E-03,+20.100502E-03
-2.860000E-03,-20.100502E-03,+2.512563E-03
-2.855000E-03,+0.0E+00,+0.0E+00
-2.850000E-03,-20.100502E-03,+0.0E+00
-2.845000E-03,-20.100502E-03,+20.100502E-03
-2.840000E-03,-20.100502E-03,+16.331658E-03
-2.835000E-03,+0.0E+00,+0.0E+00
-2.830000E-03,-20.100502E-03,+16.331658E-03
-2.825000E-03,-20.100502E-03,+0.0E+00
-2.820000E-03,-20.100502E-03,+0.0E+00
-2.815000E-03,-20.100502E-03,+12.562814E-03
-2.810000E-03,-20.100502E-03,+0.0E+00
-2.805000E-03,-20.100502E-03,+6.281407E-03
-2.800000E-03,-16.331658E-03,+0.0E+00
-2.795000E-03,-20.100502E-03,+6.281407E-03
-2.790000E-03,-20.100502E-03,+16.331658E-03
-2.785000E-03,+0.0E+00,+12.562814E-03
-2.780000E-03,-20.100502E-03,+2.512563E-03
-2.775000E-03,+0.0E+00,+0.0E+00
-2.770000E-03,+0.0E+00,+2.512563E-03
-2.765000E-03,-20.100502E-03,+0.0E+00
