#x-axis	2
#second	Volt
+708.000E-03	-73.980E-03
+709.000E-03	+144.714E-03
+710.000E-03	+855.467E-03
+711.000E-03	+2.605015E+00
+712.000E-03	+1.672151E+00
+713.000E-03	+469.337E-03
+714.000E-03	+86.623E-03
+715.000E-03	-128.653E-03
+716.000E-03	-183.327E-03
+717.000E-03	-183.327E-03
+718.000E-03	-183.327E-03
+719.000E-03	-73.980E-03
+720.000E-03	-128.653E-03
+721.000E-03	-183.327E-03
+722.000E-03	-183.327E-03
+723.000E-03	-183.327E-03
+724.000E-03	-73.980E-03
+725.000E-03	+199.387E-03
+726.000E-03	+1.128834E+00
+727.000E-03	+2.714362E+00
+728.000E-03	+1.344111E+00
+729.000E-03	+363.407E-03
+730.000E-03	-19.307E-03
+731.000E-03	-128.653E-03
+732.000E-03	-183.327E-03
+733.000E-03	-183.327E-03
+734.000E-03	-128.653E-03
+735.000E-03	-73.980E-03
+736.000E-03	-128.653E-03
+737.000E-03	-183.327E-03
+738.000E-03	-238.000E-03
+739.000E-03	-128.653E-03
+740.000E-03	+31.950E-03
+741.000E-03	+308.734E-03
+742.000E-03	+1.456874E+00
+743.000E-03	+2.601598E+00
+744.000E-03	+1.016070E+00
+745.000E-03	+250.643E-03
+746.000E-03	-19.307E-03
+747.000E-03	-128.653E-03
+748.000E-03	-183.327E-03
+749.000E-03	-183.327E-03
+750.000E-03	-128.653E-03
+751.000E-03	-77.397E-03
+752.000E-03	-132.070E-03
+753.000E-03	-183.327E-03
+754.000E-03	-183.327E-03
+755.000E-03	-73.980E-03
+756.000E-03	+35.367E-03
+757.000E-03	+472.754E-03
+758.000E-03	+1.894261E+00
+759.000E-03	+2.328231E+00
+760.000E-03	+746.121E-03
+761.000E-03	+144.714E-03
+762.000E-03	-73.980E-03
+763.000E-03	-238.000E-03
+764.000E-03	-183.327E-03
+765.000E-03	-183.327E-03
+766.000E-03	-77.397E-03
+767.000E-03	-73.980E-03
+768.000E-03	-183.327E-03
+769.000E-03	-183.327E-03
+770.000E-03	-183.327E-03
+771.000E-03	-128.653E-03
+772.000E-03	+90.040E-03
+773.000E-03	+582.100E-03
+774.000E-03	+2.222301E+00
+775.000E-03	+2.000191E+00
+776.000E-03	+578.683E-03
+777.000E-03	+90.040E-03
+778.000E-03	-77.397E-03
+779.000E-03	-132.070E-03
+780.000E-03	-183.327E-03
+781.000E-03	-183.327E-03
+782.000E-03	-73.980E-03
+783.000E-03	-73.980E-03
+784.000E-03	-132.070E-03
+785.000E-03	-238.000E-03
+786.000E-03	-183.327E-03
+787.000E-03	-22.724E-03
+788.000E-03	+144.714E-03
+789.000E-03	+800.794E-03
+790.000E-03	+2.495668E+00
+791.000E-03	+1.562804E+00
+792.000E-03	+418.080E-03
+793.000E-03	+35.367E-03
+794.000E-03	-128.653E-03
+795.000E-03	-183.327E-03
+796.000E-03	-183.327E-03
+797.000E-03	-128.653E-03
+798.000E-03	-22.724E-03
+799.000E-03	-128.653E-03
+800.000E-03	-186.744E-03
+801.000E-03	-238.000E-03
+802.000E-03	-183.327E-03
+803.000E-03	-73.980E-03
+804.000E-03	+199.387E-03
+805.000E-03	+1.019487E+00
+806.000E-03	+2.605015E+00
+807.000E-03	+1.234764E+00
+808.000E-03	+308.734E-03
+809.000E-03	-19.307E-03
+810.000E-03	-128.653E-03
+811.000E-03	-238.000E-03
+812.000E-03	-183.327E-03
+813.000E-03	-128.653E-03
+814.000E-03	-73.980E-03
+815.000E-03	-128.653E-03
+816.000E-03	-183.327E-03
+817.000E-03	-186.744E-03
+818.000E-03	-128.653E-03
+819.000E-03	-19.307E-03
+820.000E-03	+254.060E-03
+821.000E-03	+1.402201E+00
+822.000E-03	+2.492251E+00
+823.000E-03	+961.397E-03
+824.000E-03	+199.387E-03
+825.000E-03	+31.950E-03
+826.000E-03	-132.070E-03
+827.000E-03	-183.327E-03
+828.000E-03	-183.327E-03
+829.000E-03	-77.397E-03
+830.000E-03	-73.980E-03
+831.000E-03	-183.327E-03
+832.000E-03	-238.000E-03
+833.000E-03	-238.000E-03
+834.000E-03	-128.653E-03
+835.000E-03	+35.367E-03
+836.000E-03	+418.080E-03
+837.000E-03	+1.730241E+00
+838.000E-03	+2.218884E+00
+839.000E-03	+691.447E-03
+840.000E-03	+144.714E-03
+841.000E-03	-73.980E-03
+842.000E-03	-183.327E-03
+843.000E-03	-132.070E-03
+844.000E-03	-183.327E-03
+845.000E-03	-128.653E-03
+846.000E-03	-73.980E-03
+847.000E-03	-183.327E-03
+848.000E-03	-183.327E-03
+849.000E-03	-183.327E-03
+850.000E-03	-73.980E-03
+851.000E-03	+90.040E-03
+852.000E-03	+582.100E-03
+853.000E-03	+2.112955E+00
+854.000E-03	+1.836171E+00
+855.000E-03	+578.683E-03
+856.000E-03	+35.367E-03
+857.000E-03	-128.653E-03
+858.000E-03	-183.327E-03
+859.000E-03	-238.000E-03
+860.000E-03	-132.070E-03
+861.000E-03	-73.980E-03
+862.000E-03	-128.653E-03
+863.000E-03	-183.327E-03
+864.000E-03	-183.327E-03
+865.000E-03	-183.327E-03
+866.000E-03	-73.980E-03
+867.000E-03	+144.714E-03
+868.000E-03	+746.121E-03
+869.000E-03	+2.331648E+00
+870.000E-03	+1.508131E+00
+871.000E-03	+414.663E-03
+872.000E-03	+35.367E-03
+873.000E-03	-77.397E-03
+874.000E-03	-238.000E-03
+875.000E-03	-183.327E-03
+876.000E-03	-183.327E-03
+877.000E-03	-73.980E-03
+878.000E-03	-77.397E-03
+879.000E-03	-183.327E-03
+880.000E-03	-183.327E-03
+881.000E-03	-183.327E-03
+882.000E-03	-73.980E-03
+883.000E-03	+199.387E-03
+884.000E-03	+964.814E-03
+885.000E-03	+2.440995E+00
+886.000E-03	+1.180090E+00
+887.000E-03	+308.734E-03
+888.000E-03	+31.950E-03
+889.000E-03	-128.653E-03
+890.000E-03	-183.327E-03
+891.000E-03	-238.000E-03
+892.000E-03	-128.653E-03
+893.000E-03	-73.980E-03
+894.000E-03	-128.653E-03
+895.000E-03	-183.327E-03
+896.000E-03	-183.327E-03
+897.000E-03	-128.653E-03
+898.000E-03	-19.307E-03
+899.000E-03	+308.734E-03
+900.000E-03	+1.347528E+00
+901.000E-03	+2.331648E+00
+902.000E-03	+961.397E-03
+903.000E-03	+199.387E-03
+904.000E-03	-73.980E-03
+905.000E-03	-183.327E-03
+906.000E-03	-183.327E-03
+907.000E-03	-183.327E-03
+908.000E-03	-77.397E-03
+909.000E-03	-73.980E-03
+910.000E-03	-128.653E-03
+911.000E-03	-186.744E-03
+912.000E-03	-128.653E-03
+913.000E-03	-128.653E-03
+914.000E-03	+35.367E-03
+915.000E-03	+418.080E-03
+916.000E-03	+1.675568E+00
+917.000E-03	+2.109538E+00
+918.000E-03	+636.774E-03
+919.000E-03	+141.296E-03
+920.000E-03	-73.980E-03
+921.000E-03	-128.653E-03
+922.000E-03	-183.327E-03
+923.000E-03	-183.327E-03
+924.000E-03	-77.397E-03
+925.000E-03	-128.653E-03
+926.000E-03	-183.327E-03
+927.000E-03	-238.000E-03
+928.000E-03	-183.327E-03
+929.000E-03	-77.397E-03
+930.000E-03	+90.040E-03
+931.000E-03	+582.100E-03
+932.000E-03	+2.003608E+00
+933.000E-03	+1.781497E+00
+934.000E-03	+524.010E-03
+935.000E-03	+35.367E-03
+936.000E-03	-77.397E-03
+937.000E-03	-132.070E-03
+938.000E-03	-183.327E-03
+939.000E-03	-128.653E-03
+940.000E-03	-73.980E-03
+941.000E-03	-73.980E-03
+942.000E-03	-132.070E-03
+943.000E-03	-183.327E-03
+944.000E-03	-183.327E-03
+945.000E-03	-77.397E-03
+946.000E-03	+144.714E-03
+947.000E-03	+691.447E-03
+948.000E-03	+2.222301E+00
+949.000E-03	+1.453457E+00
+950.000E-03	+414.663E-03
+951.000E-03	+35.367E-03
+952.000E-03	-128.653E-03
+953.000E-03	-183.327E-03
+954.000E-03	-183.327E-03
+955.000E-03	-183.327E-03
+956.000E-03	-77.397E-03
+957.000E-03	-128.653E-03
+958.000E-03	-183.327E-03
+959.000E-03	-183.327E-03
+960.000E-03	-183.327E-03
+961.000E-03	-73.980E-03
+962.000E-03	+199.387E-03
+963.000E-03	+910.141E-03
+964.000E-03	+2.331648E+00
+965.000E-03	+1.125417E+00
+966.000E-03	+254.060E-03
+967.000E-03	-19.307E-03
+968.000E-03	-128.653E-03
+969.000E-03	-186.744E-03
+970.000E-03	-183.327E-03
+971.000E-03	-73.980E-03
+972.000E-03	-73.980E-03
+973.000E-03	-132.070E-03
+974.000E-03	-183.327E-03
+975.000E-03	-183.327E-03
+976.000E-03	-128.653E-03
+977.000E-03	-19.307E-03
+978.000E-03	+308.734E-03
+979.000E-03	+1.238181E+00
+980.000E-03	+2.222301E+00
+981.000E-03	+855.467E-03
+982.000E-03	+199.387E-03
+983.000E-03	-19.307E-03
+984.000E-03	-128.653E-03
+985.000E-03	-183.327E-03
+986.000E-03	-132.070E-03
+987.000E-03	-128.653E-03
+988.000E-03	-73.980E-03
+989.000E-03	-128.653E-03
+990.000E-03	-183.327E-03
+991.000E-03	-132.070E-03
+992.000E-03	-73.980E-03
+993.000E-03	+35.367E-03
+994.000E-03	+363.407E-03
+995.000E-03	+1.620894E+00
+996.000E-03	+2.000191E+00
+997.000E-03	+633.357E-03
+998.000E-03	+90.040E-03
+999.000E-03	-128.653E-03
+1.000000E+00	-132.070E-03
+1.001000E+00	-183.327E-03
+1.002000E+00	-183.327E-03
+1.003000E+00	-128.653E-03
+1.004000E+00	-73.980E-03
+1.005000E+00	-132.070E-03
+1.006000E+00	-183.327E-03
+1.007000E+00	-183.327E-03
+1.008000E+00	-77.397E-03
+1.009000E+00	+35.367E-03
+1.010000E+00	+527.427E-03
+1.011000E+00	+1.894261E+00
+1.012000E+00	+1.675568E+00
+1.013000E+00	+472.754E-03
+1.014000E+00	+90.040E-03
+1.015000E+00	-128.653E-03
+1.016000E+00	-132.070E-03
+1.017000E+00	-183.327E-03
+1.018000E+00	-128.653E-03
+1.019000E+00	-73.980E-03
+1.020000E+00	-73.980E-03
+1.021000E+00	-183.327E-03
+1.022000E+00	-183.327E-03
+1.023000E+00	-183.327E-03
+1.024000E+00	-73.980E-03
+1.025000E+00	+144.714E-03
+1.026000E+00	+691.447E-03
+1.027000E+00	+2.112955E+00
+1.028000E+00	+1.398784E+00
+1.029000E+00	+363.407E-03
+1.030000E+00	+35.367E-03
+1.031000E+00	-128.653E-03
+1.032000E+00	-183.327E-03
+1.033000E+00	-183.327E-03
+1.034000E+00	-128.653E-03
+1.035000E+00	-73.980E-03
+1.036000E+00	-128.653E-03
+1.037000E+00	-183.327E-03
+1.038000E+00	-183.327E-03
+1.039000E+00	-128.653E-03
+1.040000E+00	-73.980E-03
+1.041000E+00	+199.387E-03
+1.042000E+00	+855.467E-03
+1.043000E+00	+2.218884E+00
+1.044000E+00	+1.070744E+00
+1.045000E+00	+305.317E-03
+1.046000E+00	+35.367E-03
+1.047000E+00	-77.397E-03
+1.048000E+00	-183.327E-03
+1.049000E+00	-183.327E-03
+1.050000E+00	-128.653E-03
+1.051000E+00	-73.980E-03
+1.052000E+00	-128.653E-03
+1.053000E+00	-183.327E-03
+1.054000E+00	-183.327E-03
+1.055000E+00	-128.653E-03
+1.056000E+00	-19.307E-03
+1.057000E+00	+305.317E-03
+1.058000E+00	+1.238181E+00
+1.059000E+00	+2.112955E+00
+1.060000E+00	+797.377E-03
+1.061000E+00	+144.714E-03
+1.062000E+00	-73.980E-03
+1.063000E+00	-132.070E-03
+1.064000E+00	-183.327E-03
+1.065000E+00	-183.327E-03
+1.066000E+00	-128.653E-03
+1.067000E+00	-19.307E-03
+1.068000E+00	-128.653E-03
+1.069000E+00	-183.327E-03
+1.070000E+00	-183.327E-03
+1.071000E+00	-128.653E-03
+1.072000E+00	-19.307E-03
+1.073000E+00	+363.407E-03
+1.074000E+00	+1.511548E+00
+1.075000E+00	+1.890844E+00
+1.076000E+00	+578.683E-03
+1.077000E+00	+90.040E-03
+1.078000E+00	-73.980E-03
+1.079000E+00	-183.327E-03
+1.080000E+00	-183.327E-03
+1.081000E+00	-128.653E-03
+1.082000E+00	-128.653E-03
+1.083000E+00	-73.980E-03
+1.084000E+00	-132.070E-03
+1.085000E+00	-183.327E-03
+1.086000E+00	-183.327E-03
+1.087000E+00	-73.980E-03
+1.088000E+00	+35.367E-03
+1.089000E+00	+472.754E-03
+1.090000E+00	+1.784915E+00
+1.091000E+00	+1.562804E+00
+1.092000E+00	+469.337E-03
+1.093000E+00	+35.367E-03
+1.094000E+00	-128.653E-03
+1.095000E+00	-183.327E-03
+1.096000E+00	-183.327E-03
+1.097000E+00	-128.653E-03
+1.098000E+00	-73.980E-03
+1.099000E+00	-73.980E-03
+1.100000E+00	-183.327E-03
+1.101000E+00	-183.327E-03
+1.102000E+00	-183.327E-03
+1.103000E+00	-73.980E-03
+1.104000E+00	+90.040E-03
+1.105000E+00	+636.774E-03
+1.106000E+00	+2.003608E+00
+1.107000E+00	+1.292854E+00
+1.108000E+00	+363.407E-03
+1.109000E+00	+35.367E-03
+1.110000E+00	-73.980E-03
+1.111000E+00	-132.070E-03
+1.112000E+00	-183.327E-03
+1.113000E+00	-128.653E-03
+1.114000E+00	-22.724E-03
+1.115000E+00	-128.653E-03
+1.116000E+00	-183.327E-03
+1.117000E+00	-132.070E-03
+1.118000E+00	-128.653E-03
+1.119000E+00	-19.307E-03
+1.120000E+00	+199.387E-03
+1.121000E+00	+910.141E-03
+1.122000E+00	+2.112955E+00
+1.123000E+00	+964.814E-03
+1.124000E+00	+254.060E-03
+1.125000E+00	-19.307E-03
+1.126000E+00	-128.653E-03
+1.127000E+00	-132.070E-03
+1.128000E+00	-183.327E-03
+1.129000E+00	-128.653E-03
+1.130000E+00	-22.724E-03
+1.131000E+00	-128.653E-03
+1.132000E+00	-183.327E-03
+1.133000E+00	-183.327E-03
+1.134000E+00	-128.653E-03
+1.135000E+00	-19.307E-03
+1.136000E+00	+254.060E-03
+1.137000E+00	+1.074161E+00
+1.138000E+00	+1.948935E+00
+1.139000E+00	+797.377E-03
+1.140000E+00	+195.970E-03
+1.141000E+00	-73.980E-03
+1.142000E+00	-183.327E-03
+1.143000E+00	-183.327E-03
+1.144000E+00	-183.327E-03
+1.145000E+00	-128.653E-03
+1.146000E+00	-73.980E-03
+1.147000E+00	-128.653E-03
+1.148000E+00	-183.327E-03
+1.149000E+00	-183.327E-03
+1.150000E+00	-128.653E-03
+1.151000E+00	+31.950E-03
+1.152000E+00	+308.734E-03
+1.153000E+00	+1.402201E+00
+1.154000E+00	+1.781497E+00
+1.155000E+00	+582.100E-03
+1.156000E+00	+90.040E-03
+1.157000E+00	-73.980E-03
+1.158000E+00	-183.327E-03
+1.159000E+00	-183.327E-03
+1.160000E+00	-183.327E-03
+1.161000E+00	-73.980E-03
+1.162000E+00	-73.980E-03
+1.163000E+00	-132.070E-03
+1.164000E+00	-183.327E-03
+1.165000E+00	-183.327E-03
+1.166000E+00	-73.980E-03
+1.167000E+00	+35.367E-03
+1.168000E+00	+472.754E-03
+1.169000E+00	+1.730241E+00
+1.170000E+00	+1.508131E+00
+1.171000E+00	+469.337E-03
+1.172000E+00	+35.367E-03
+1.173000E+00	-73.980E-03
+1.174000E+00	-183.327E-03
+1.175000E+00	-132.070E-03
+1.176000E+00	-128.653E-03
+1.177000E+00	-77.397E-03
+1.178000E+00	-73.980E-03
+1.179000E+00	-132.070E-03
+1.180000E+00	-183.327E-03
+1.181000E+00	-128.653E-03
+1.182000E+00	-73.980E-03
+1.183000E+00	+90.040E-03
+1.184000E+00	+636.774E-03
+1.185000E+00	+1.894261E+00
+1.186000E+00	+1.234764E+00
+1.187000E+00	+308.734E-03
+1.188000E+00	+35.367E-03
+1.189000E+00	-73.980E-03
+1.190000E+00	-183.327E-03
+1.191000E+00	-132.070E-03
+1.192000E+00	-77.397E-03
+1.193000E+00	-19.307E-03
+1.194000E+00	-128.653E-03
+1.195000E+00	-183.327E-03
+1.196000E+00	-183.327E-03
+1.197000E+00	-128.653E-03
+1.198000E+00	-19.307E-03
+1.199000E+00	+144.714E-03
+1.200000E+00	+855.467E-03
+1.201000E+00	+1.948935E+00
+1.202000E+00	+964.814E-03
+1.203000E+00	+254.060E-03
+1.204000E+00	-19.307E-03
+1.205000E+00	-128.653E-03
+1.206000E+00	-132.070E-03
+1.207000E+00	-183.327E-03
+1.208000E+00	-77.397E-03
+1.209000E+00	-19.307E-03
+1.210000E+00	-128.653E-03
+1.211000E+00	-183.327E-03
+1.212000E+00	-183.327E-03
+1.213000E+00	-128.653E-03
+1.214000E+00	-19.307E-03
+1.215000E+00	+199.387E-03
+1.216000E+00	+1.074161E+00
+1.217000E+00	+1.894261E+00
+1.218000E+00	+746.121E-03
+1.219000E+00	+144.714E-03
+1.220000E+00	-73.980E-03
+1.221000E+00	-128.653E-03
+1.222000E+00	-183.327E-03
+1.223000E+00	-183.327E-03
+1.224000E+00	-128.653E-03
+1.225000E+00	-22.724E-03
+1.226000E+00	-128.653E-03
+1.227000E+00	-132.070E-03
+1.228000E+00	-132.070E-03
+1.229000E+00	-77.397E-03
+1.230000E+00	+35.367E-03
+1.231000E+00	+363.407E-03
+1.232000E+00	+1.402201E+00
+1.233000E+00	+1.675568E+00
+1.234000E+00	+527.427E-03
+1.235000E+00	+90.040E-03
+1.236000E+00	-128.653E-03
+1.237000E+00	-183.327E-03
+1.238000E+00	-183.327E-03
+1.239000E+00	-128.653E-03
+1.240000E+00	-73.980E-03
+1.241000E+00	-22.724E-03
+1.242000E+00	-132.070E-03
+1.243000E+00	-132.070E-03
+1.244000E+00	-183.327E-03
+1.245000E+00	-128.653E-03
+1.246000E+00	+35.367E-03
+1.247000E+00	+418.080E-03
+1.248000E+00	+1.511548E+00
+1.249000E+00	+1.453457E+00
+1.250000E+00	+469.337E-03
+1.251000E+00	+35.367E-03
+1.252000E+00	-73.980E-03
+1.253000E+00	-128.653E-03
+1.254000E+00	-183.327E-03
+1.255000E+00	-132.070E-03
+1.256000E+00	-73.980E-03
+1.257000E+00	-73.980E-03
+1.258000E+00	-128.653E-03
+1.259000E+00	-183.327E-03
+1.260000E+00	-128.653E-03
+1.261000E+00	-22.724E-03
+1.262000E+00	+144.714E-03
+1.263000E+00	+636.774E-03
+1.264000E+00	+1.839588E+00
+1.265000E+00	+1.125417E+00
+1.266000E+00	+308.734E-03
+1.267000E+00	-19.307E-03
+1.268000E+00	-128.653E-03
+1.269000E+00	-128.653E-03
+1.270000E+00	-128.653E-03
+1.271000E+00	-128.653E-03
+1.272000E+00	-19.307E-03
+1.273000E+00	-77.397E-03
+1.274000E+00	-128.653E-03
+1.275000E+00	-183.327E-03
+1.276000E+00	-183.327E-03
+1.277000E+00	-73.980E-03
+1.278000E+00	+144.714E-03
+1.279000E+00	+746.121E-03
+1.280000E+00	+1.894261E+00
+1.281000E+00	+961.397E-03
+1.282000E+00	+250.643E-03
+1.283000E+00	+31.950E-03
+1.284000E+00	-128.653E-03
+1.285000E+00	-132.070E-03
+1.286000E+00	-128.653E-03
+1.287000E+00	-128.653E-03
+1.288000E+00	-73.980E-03
+1.289000E+00	-128.653E-03
+1.290000E+00	-183.327E-03
+1.291000E+00	-183.327E-03
+1.292000E+00	-77.397E-03
+1.293000E+00	-19.307E-03
+1.294000E+00	+254.060E-03
+1.295000E+00	+1.074161E+00
+1.296000E+00	+1.784915E+00
+1.297000E+00	+688.030E-03
+1.298000E+00	+141.296E-03
+1.299000E+00	-22.724E-03
+1.300000E+00	-183.327E-03
+1.301000E+00	-186.744E-03
+1.302000E+00	-183.327E-03
+1.303000E+00	-73.980E-03
+1.304000E+00	-73.980E-03
+1.305000E+00	-128.653E-03
+1.306000E+00	-183.327E-03
+1.307000E+00	-183.327E-03
+1.308000E+00	-128.653E-03
+1.309000E+00	-19.307E-03
+1.310000E+00	+308.734E-03
+1.311000E+00	+1.238181E+00
+1.312000E+00	+1.620894E+00
+1.313000E+00	+578.683E-03
+1.314000E+00	+90.040E-03
+1.315000E+00	-22.724E-03
+1.316000E+00	-132.070E-03
+1.317000E+00	-183.327E-03
+1.318000E+00	-128.653E-03
+1.319000E+00	-73.980E-03
+1.320000E+00	-73.980E-03
+1.321000E+00	-128.653E-03
+1.322000E+00	-183.327E-03
+1.323000E+00	-128.653E-03
+1.324000E+00	-128.653E-03
+1.325000E+00	+86.623E-03
+1.326000E+00	+469.337E-03
+1.327000E+00	+1.566221E+00
+1.328000E+00	+1.347528E+00
+1.329000E+00	+414.663E-03
+1.330000E+00	-19.307E-03
+1.331000E+00	-77.397E-03
+1.332000E+00	-183.327E-03
+1.333000E+00	-183.327E-03
+1.334000E+00	-128.653E-03
+1.335000E+00	-73.980E-03
+1.336000E+00	-73.980E-03
+1.337000E+00	-183.327E-03
+1.338000E+00	-183.327E-03
+1.339000E+00	-183.327E-03
+1.340000E+00	-73.980E-03
+1.341000E+00	+35.367E-03
+1.342000E+00	+527.427E-03
+1.343000E+00	+1.675568E+00
+1.344000E+00	+1.125417E+00
+1.345000E+00	+305.317E-03
+1.346000E+00	-19.307E-03
+1.347000E+00	-128.653E-03
+1.348000E+00	-132.070E-03
+1.349000E+00	-183.327E-03
+1.350000E+00	-128.653E-03
+1.351000E+00	-19.307E-03
+1.352000E+00	-128.653E-03
+1.353000E+00	-128.653E-03
+1.354000E+00	-183.327E-03
+1.355000E+00	-128.653E-03
+1.356000E+00	-73.980E-03
+1.357000E+00	+144.714E-03
+1.358000E+00	+746.121E-03
+1.359000E+00	+1.784915E+00
+1.360000E+00	+800.794E-03
+1.361000E+00	+144.714E-03
+1.362000E+00	-19.307E-03
+1.363000E+00	-128.653E-03
+1.364000E+00	-128.653E-03
+1.365000E+00	-183.327E-03
+1.366000E+00	-128.653E-03
+1.367000E+00	-22.724E-03
+1.368000E+00	-128.653E-03
+1.369000E+00	-183.327E-03
+1.370000E+00	-132.070E-03
+1.371000E+00	-128.653E-03
+1.372000E+00	-19.307E-03
+1.373000E+00	+250.643E-03
+1.374000E+00	+964.814E-03
+1.375000E+00	+1.675568E+00
+1.376000E+00	+691.447E-03
+1.377000E+00	+144.714E-03
+1.378000E+00	-73.980E-03
+1.379000E+00	-128.653E-03
+1.380000E+00	-183.327E-03
+1.381000E+00	-128.653E-03
+1.382000E+00	-73.980E-03
+1.383000E+00	-73.980E-03
+1.384000E+00	-128.653E-03
+1.385000E+00	-128.653E-03
+1.386000E+00	-183.327E-03
+1.387000E+00	-128.653E-03
+1.388000E+00	-19.307E-03
+1.389000E+00	+308.734E-03
+1.390000E+00	+1.238181E+00
+1.391000E+00	+1.562804E+00
+1.392000E+00	+524.010E-03
+1.393000E+00	+35.367E-03
+1.394000E+00	-77.397E-03
+1.395000E+00	-132.070E-03
+1.396000E+00	-183.327E-03
+1.397000E+00	-128.653E-03
+1.398000E+00	-73.980E-03
+1.399000E+00	-73.980E-03
+1.400000E+00	-128.653E-03
+1.401000E+00	-183.327E-03
+1.402000E+00	-128.653E-03
+1.403000E+00	-128.653E-03
+1.404000E+00	-19.307E-03
+1.405000E+00	+363.407E-03
+1.406000E+00	+1.402201E+00
+1.407000E+00	+1.292854E+00
+1.408000E+00	+414.663E-03
+1.409000E+00	+86.623E-03
+1.410000E+00	-73.980E-03
+1.411000E+00	-128.653E-03
+1.412000E+00	-183.327E-03
+1.413000E+00	-128.653E-03
+1.414000E+00	-73.980E-03
+1.415000E+00	-73.980E-03
+1.416000E+00	-132.070E-03
+1.417000E+00	-183.327E-03
+1.418000E+00	-183.327E-03
+1.419000E+00	-22.724E-03
+1.420000E+00	+90.040E-03
+1.421000E+00	+582.100E-03
+1.422000E+00	+1.620894E+00
+1.423000E+00	+1.070744E+00
+1.424000E+00	+254.060E-03
+1.425000E+00	-19.307E-03
+1.426000E+00	-128.653E-03
+1.427000E+00	-183.327E-03
+1.428000E+00	-128.653E-03
+1.429000E+00	-73.980E-03
+1.430000E+00	-19.307E-03
+1.431000E+00	-128.653E-03
+1.432000E+00	-132.070E-03
+1.433000E+00	-132.070E-03
+1.434000E+00	-128.653E-03
+1.435000E+00	-22.724E-03
+1.436000E+00	+144.714E-03
+1.437000E+00	+691.447E-03
+1.438000E+00	+1.675568E+00
+1.439000E+00	+800.794E-03
+1.440000E+00	+199.387E-03
+1.441000E+00	-19.307E-03
+1.442000E+00	-128.653E-03
+1.443000E+00	-128.653E-03
+1.444000E+00	-132.070E-03
+1.445000E+00	-128.653E-03
+1.446000E+00	-19.307E-03
+1.447000E+00	-128.653E-03
+1.448000E+00	-183.327E-03
+1.449000E+00	-183.327E-03
+1.450000E+00	-128.653E-03
+1.451000E+00	-19.307E-03
+1.452000E+00	+199.387E-03
+1.453000E+00	+910.141E-03
+1.454000E+00	+1.617477E+00
+1.455000E+00	+633.357E-03
+1.456000E+00	+90.040E-03
+1.457000E+00	-73.980E-03
+1.458000E+00	-128.653E-03
+1.459000E+00	-183.327E-03
+1.460000E+00	-183.327E-03
+1.461000E+00	-73.980E-03
+1.462000E+00	-19.307E-03
+1.463000E+00	-128.653E-03
+1.464000E+00	-132.070E-03
+1.465000E+00	-132.070E-03
+1.466000E+00	-128.653E-03
+1.467000E+00	-19.307E-03
+1.468000E+00	+254.060E-03
+1.469000E+00	+1.128834E+00
+1.470000E+00	+1.453457E+00
+1.471000E+00	+472.754E-03
+1.472000E+00	+35.367E-03
+1.473000E+00	-73.980E-03
+1.474000E+00	-128.653E-03
+1.475000E+00	-128.653E-03
+1.476000E+00	-128.653E-03
+1.477000E+00	-73.980E-03
+1.478000E+00	-22.724E-03
+1.479000E+00	-128.653E-03
+1.480000E+00	-183.327E-03
+1.481000E+00	-183.327E-03
+1.482000E+00	-77.397E-03
+1.483000E+00	+35.367E-03
+1.484000E+00	+363.407E-03
+1.485000E+00	+1.347528E+00
+1.486000E+00	+1.234764E+00
+1.487000E+00	+359.990E-03
+1.488000E+00	+35.367E-03
+1.489000E+00	-128.653E-03
+1.490000E+00	-183.327E-03
+1.491000E+00	-128.653E-03
+1.492000E+00	-77.397E-03
+1.493000E+00	-73.980E-03
+1.494000E+00	-22.724E-03
+1.495000E+00	-128.653E-03
+1.496000E+00	-183.327E-03
+1.497000E+00	-128.653E-03
+1.498000E+00	-73.980E-03
+1.499000E+00	+35.367E-03
+1.500000E+00	+472.754E-03
+1.501000E+00	+1.511548E+00
+1.502000E+00	+1.016070E+00
+1.503000E+00	+254.060E-03
+1.504000E+00	-19.307E-03
+1.505000E+00	-128.653E-03
+1.506000E+00	-183.327E-03
+1.507000E+00	-132.070E-03
+1.508000E+00	-128.653E-03
+1.509000E+00	-73.980E-03
+1.510000E+00	-77.397E-03
+1.511000E+00	-132.070E-03
+1.512000E+00	-132.070E-03
+1.513000E+00	-128.653E-03
+1.514000E+00	-73.980E-03
+1.515000E+00	+144.714E-03
+1.516000E+00	+691.447E-03
+1.517000E+00	+1.617477E+00
+1.518000E+00	+746.121E-03
+1.519000E+00	+195.970E-03
+1.520000E+00	-22.724E-03
+1.521000E+00	-128.653E-03
+1.522000E+00	-183.327E-03
+1.523000E+00	-128.653E-03
+1.524000E+00	-77.397E-03
+1.525000E+00	-19.307E-03
+1.526000E+00	-77.397E-03
+1.527000E+00	-132.070E-03
+1.528000E+00	-128.653E-03
+1.529000E+00	-128.653E-03
+1.530000E+00	-19.307E-03
+1.531000E+00	+144.714E-03
+1.532000E+00	+855.467E-03
+1.533000E+00	+1.511548E+00
+1.534000E+00	+582.100E-03
+1.535000E+00	+141.296E-03
+1.536000E+00	-73.980E-03
+1.537000E+00	-128.653E-03
+1.538000E+00	-183.327E-03
+1.539000E+00	-128.653E-03
+1.540000E+00	-73.980E-03
