# Frequenz[kHz] Spannung U_a²[mV]	Spannung U_a²,min[mV]	Spannung U_a²,max[mV]	V_N,Gain	deltaNu
120	584	580	588	50	12.2
140	714	713	715	50	14.4
180	901	900	903	50	18.5
200	1077	1076	1078	50	21.5
240	1241	1240	1242	50	24.8
300	1503	1501	1505	50	29.5
360	1645	1640	1650	50	35.2
400	1586	1583	1588	50	35.8
460	1635	1630	1639	50	34.3
