x-axis,1,2
second,Volt,Volt
+715.000000E-03,-5.188442252E+00,-427.135674E-03
+715.005000E-03,-5.226130694E+00,-436.683412E-03
+715.010000E-03,-5.389447278E+00,-434.170850E-03
+715.015000E-03,-5.226130694E+00,-431.155774E-03
+715.020000E-03,-5.389447278E+00,-432.663312E-03
+715.025000E-03,-5.427135721E+00,-434.170850E-03
+715.030000E-03,-5.452261349E+00,-432.663312E-03
+715.035000E-03,-5.489949792E+00,-434.170850E-03
+715.040000E-03,-5.590452305E+00,-434.170850E-03
+715.045000E-03,-5.552763863E+00,-428.643211E-03
+715.050000E-03,-5.590452305E+00,-434.170850E-03
+715.055000E-03,-5.552763863E+00,-434.170850E-03
+715.060000E-03,-5.590452305E+00,-427.135674E-03
+715.065000E-03,-5.628140748E+00,-434.170850E-03
+715.070000E-03,-5.452261349E+00,-434.170850E-03
+715.075000E-03,-5.427135721E+00,-436.683412E-03
+715.080000E-03,-5.452261349E+00,-426.130649E-03
+715.085000E-03,-5.628140748E+00,-428.643211E-03
+715.090000E-03,-5.628140748E+00,-427.135674E-03
+715.095000E-03,-5.628140748E+00,-428.643211E-03
+715.100000E-03,-5.628140748E+00,-434.170850E-03
+715.105000E-03,-5.628140748E+00,-426.130649E-03
+715.110000E-03,-5.590452305E+00,-432.663312E-03
+715.115000E-03,-5.427135721E+00,-431.155774E-03
+715.120000E-03,-5.452261349E+00,-432.663312E-03
+715.125000E-03,-5.489949792E+00,-434.170850E-03
+715.130000E-03,-5.427135721E+00,-432.663312E-03
+715.135000E-03,-5.489949792E+00,-434.170850E-03
+715.140000E-03,-5.452261349E+00,-435.175875E-03
+715.145000E-03,-5.489949792E+00,-434.170850E-03
+715.150000E-03,-5.590452305E+00,-426.130649E-03
+715.155000E-03,-5.628140748E+00,-431.155774E-03
+715.160000E-03,-5.452261349E+00,-427.135674E-03
+715.165000E-03,-5.489949792E+00,-428.643211E-03
+715.170000E-03,-5.590452305E+00,-427.135674E-03
+715.175000E-03,-5.288944765E+00,-426.130649E-03
+715.180000E-03,-5.251256322E+00,-432.663312E-03
+715.185000E-03,-5.351758836E+00,-426.130649E-03
+715.190000E-03,-5.226130694E+00,-434.170850E-03
+715.195000E-03,-5.226130694E+00,-428.643211E-03
+715.200000E-03,-5.025125667E+00,-427.135674E-03
+715.205000E-03,-5.226130694E+00,-428.643211E-03
+715.210000E-03,-5.188442252E+00,-427.135674E-03
+715.215000E-03,-4.886934712E+00,-434.170850E-03
+715.220000E-03,-4.824120641E+00,-432.663312E-03
