x-axis,1,2
second,Volt,Volt
-50.000000E-06,+6.444724393E-03,-53.407536936E-03
-49.995000E-06,+6.092965603E-03,-52.653768100E-03
-49.990000E-06,+6.092965603E-03,-52.402511821E-03
-49.985000E-06,+6.645729416E-03,-51.271858567E-03
-49.980000E-06,+6.092965603E-03,-52.653768100E-03
-49.975000E-06,+6.695980672E-03,-50.894974149E-03
-49.970000E-06,+6.042714347E-03,-50.643717870E-03
-49.965000E-06,+5.690955557E-03,-50.643717870E-03
-49.960000E-06,+6.444724393E-03,-50.643717870E-03
-49.955000E-06,+6.695980672E-03,-50.643717870E-03
-49.950000E-06,+6.042714347E-03,-48.759295780E-03
-49.945000E-06,+5.288945511E-03,-50.643717870E-03
-49.940000E-06,+5.288945511E-03,-51.774371124E-03
-49.935000E-06,+5.288945511E-03,-50.894974149E-03
-49.930000E-06,+5.288945511E-03,-48.633667640E-03
-49.925000E-06,+5.288945511E-03,-49.261808337E-03
-49.920000E-06,+5.288945511E-03,-50.643717870E-03
-49.915000E-06,+5.891960580E-03,-48.884923919E-03
-49.910000E-06,+4.484925419E-03,-50.643717870E-03
-49.905000E-06,+4.836684209E-03,-49.889949034E-03
-49.900000E-06,+3.680905327E-03,-48.633667640E-03
-49.895000E-06,+4.886935465E-03,-48.633667640E-03
-49.890000E-06,+4.484925419E-03,-50.392461591E-03
-49.885000E-06,+4.484925419E-03,-48.633667640E-03
-49.880000E-06,+4.484925419E-03,-48.633667640E-03
-49.875000E-06,+5.087940488E-03,-46.874873689E-03
-49.870000E-06,+4.484925419E-03,-48.382411362E-03
-49.865000E-06,+4.484925419E-03,-47.251758107E-03
-49.860000E-06,+4.484925419E-03,-47.377386247E-03
-49.855000E-06,+5.087940488E-03,-46.623617411E-03
-49.850000E-06,+3.680905327E-03,-46.749245550E-03
-49.845000E-06,+4.484925419E-03,-47.879898804E-03
-49.840000E-06,+4.484925419E-03,-46.623617411E-03
-49.835000E-06,+3.831659094E-03,-46.623617411E-03
-49.830000E-06,+4.434674163E-03,-44.739195320E-03
-49.825000E-06,+3.680905327E-03,-46.623617411E-03
-49.820000E-06,+3.680905327E-03,-46.623617411E-03
-49.815000E-06,+4.283920396E-03,-46.623617411E-03
-49.810000E-06,+3.680905327E-03,-46.749245550E-03
-49.805000E-06,+3.429649048E-03,-47.879898804E-03
-49.800000E-06,+3.278895281E-03,-46.623617411E-03
-49.795000E-06,+3.680905327E-03,-46.623617411E-03
-49.790000E-06,+3.680905327E-03,-44.613567181E-03
-49.785000E-06,+3.429649048E-03,-45.241707878E-03
