#x-axis,1,2
#second,Volt,Volt
-498.15000E-06,+85.96480871E-03,-238.69343800E-03
-498.10000E-06,+78.92963290E-03,-324.12057277E-03
-498.05000E-06,+78.92963290E-03,-359.29645179E-03
-498.00000E-06,+78.92963290E-03,-364.32157736E-03
-497.95000E-06,+78.92963290E-03,-464.82408885E-03
-497.90000E-06,+79.93465802E-03,-394.47233081E-03
-497.85000E-06,+86.96983382E-03,-424.62308425E-03
-497.80000E-06,+97.02008497E-03,-419.59795868E-03
-497.75000E-06,+88.47737149E-03,-464.82408885E-03
-497.70000E-06,+93.50249707E-03,-474.87434000E-03
-497.65000E-06,+86.96983382E-03,-474.87434000E-03
-497.60000E-06,+97.02008497E-03,-474.87434000E-03
-497.55000E-06,+103.05023566E-03,-474.87434000E-03
-497.50000E-06,+88.97988405E-03,-474.87434000E-03
-497.45000E-06,+99.53264776E-03,-439.69846098E-03
-497.40000E-06,+95.01003474E-03,-494.97484230E-03
-497.35000E-06,+102.04521054E-03,-479.89946557E-03
-497.30000E-06,+97.02008497E-03,-540.20097246E-03
-497.25000E-06,+107.57284868E-03,-505.02509344E-03
-497.20000E-06,+103.05023566E-03,-555.27634919E-03
-497.15000E-06,+95.51254730E-03,-555.27634919E-03
-497.10000E-06,+103.05023566E-03,-635.67835838E-03
-497.05000E-06,+103.05023566E-03,-600.50247936E-03
-497.00000E-06,+108.07536123E-03,-605.52760493E-03
-496.95000E-06,+111.09043658E-03,-706.03011642E-03
-496.90000E-06,+111.09043658E-03,-635.67835838E-03
-496.85000E-06,+111.09043658E-03,-635.67835838E-03
-496.80000E-06,+105.56279845E-03,-685.92961412E-03
-496.75000E-06,+110.08541146E-03,-640.70348395E-03
-496.70000E-06,+111.09043658E-03,-635.67835838E-03
-496.65000E-06,+107.57284868E-03,-695.97986527E-03
-496.60000E-06,+113.10048681E-03,-741.20599544E-03
-496.55000E-06,+111.59294914E-03,-640.70348395E-03
-496.50000E-06,+111.09043658E-03,-716.08036757E-03
-496.45000E-06,+114.10551192E-03,-716.08036757E-03
-496.40000E-06,+119.13063750E-03,-716.08036757E-03
-496.35000E-06,+119.13063750E-03,-786.43212561E-03
-496.30000E-06,+119.13063750E-03,-716.08036757E-03
-496.25000E-06,+122.14571284E-03,-746.23112101E-03
-496.20000E-06,+121.64320028E-03,-796.48237675E-03
-496.15000E-06,+126.16581330E-03,-796.48237675E-03
-496.10000E-06,+119.13063750E-03,-736.18086986E-03
-496.05000E-06,+119.13063750E-03,-841.70850692E-03
-496.00000E-06,+119.13063750E-03,-796.48237675E-03
-495.95000E-06,+126.16581330E-03,-866.83413479E-03
-495.90000E-06,+127.17083842E-03,-876.88438594E-03
-495.85000E-06,+127.17083842E-03,-876.88438594E-03
-495.80000E-06,+127.17083842E-03,-821.60800463E-03
-495.75000E-06,+127.17083842E-03,-866.83413479E-03
-495.70000E-06,+128.17586353E-03,-886.93463709E-03
-495.65000E-06,+135.21103933E-03,-922.11051611E-03
-495.60000E-06,+135.21103933E-03,-876.88438594E-03
-495.55000E-06,+135.21103933E-03,-947.23614398E-03
-495.50000E-06,+135.21103933E-03,-886.93463709E-03
-495.45000E-06,+135.21103933E-03,-957.28639513E-03
-495.40000E-06,+135.21103933E-03,-957.28639513E-03
-495.35000E-06,+135.21103933E-03,-1.02763815317E+00
-495.30000E-06,+136.21606445E-03,-967.33664628E-03
-495.25000E-06,+143.25124025E-03,-1.03768840432E+00
-495.20000E-06,+137.72360212E-03,-982.41202300E-03
-495.15000E-06,+142.24621514E-03,-957.28639513E-03
-495.10000E-06,+136.21606445E-03,-1.03768840432E+00
-495.05000E-06,+143.25124025E-03,-1.03768840432E+00
-495.00000E-06,+148.27636583E-03,-1.03768840432E+00
-494.95000E-06,+143.75375281E-03,-1.03768840432E+00
-494.90000E-06,+143.25124025E-03,-1.10301503679E+00
-494.85000E-06,+143.25124025E-03,-1.09798991121E+00
-494.80000E-06,+148.27636583E-03,-1.09296478564E+00
-494.75000E-06,+151.29144117E-03,-1.03768840432E+00
-494.70000E-06,+151.29144117E-03,-1.11809041351E+00
-494.65000E-06,+151.29144117E-03,-1.14824116696E+00
-494.60000E-06,+151.29144117E-03,-1.14321604138E+00
-494.55000E-06,+143.75375281E-03,-1.18844217155E+00
-494.50000E-06,+149.78390350E-03,-1.19849242270E+00
-494.45000E-06,+146.26631560E-03,-1.19849242270E+00
-494.40000E-06,+156.31656675E-03,-1.19849242270E+00
-494.35000E-06,+159.33164209E-03,-1.19849242270E+00
-494.30000E-06,+159.33164209E-03,-1.19849242270E+00
-494.25000E-06,+162.34671744E-03,-1.19849242270E+00
-494.20000E-06,+161.84420488E-03,-1.14321604138E+00
-494.15000E-06,+166.36681790E-03,-1.18844217155E+00
-494.10000E-06,+159.33164209E-03,-1.20854267385E+00
-494.05000E-06,+162.34671744E-03,-1.27889443189E+00
-494.00000E-06,+161.84420488E-03,-1.22361805057E+00
-493.95000E-06,+166.36681790E-03,-1.26884418074E+00
-493.90000E-06,+167.37184301E-03,-1.28894468304E+00
-493.85000E-06,+163.85425511E-03,-1.32412056206E+00
-493.80000E-06,+159.33164209E-03,-1.27889443189E+00
-493.75000E-06,+166.36681790E-03,-1.27889443189E+00
-493.70000E-06,+168.37686813E-03,-1.27889443189E+00
-493.65000E-06,+171.89445603E-03,-1.27889443189E+00
-493.60000E-06,+172.39696858E-03,-1.32914568763E+00
-493.55000E-06,+167.87435557E-03,-1.28391955746E+00
-493.50000E-06,+167.37184301E-03,-1.35929644108E+00
-493.45000E-06,+167.37184301E-03,-1.35929644108E+00
-493.40000E-06,+172.39696858E-03,-1.35929644108E+00
-493.35000E-06,+167.87435557E-03,-1.42964819912E+00
-493.30000E-06,+176.41706904E-03,-1.43969845027E+00
-493.25000E-06,+179.93465695E-03,-1.40452257125E+00
-493.20000E-06,+175.41204393E-03,-1.35929644108E+00
-493.15000E-06,+175.41204393E-03,-1.35929644108E+00
-493.10000E-06,+175.41204393E-03,-1.35929644108E+00
-493.05000E-06,+181.44219462E-03,-1.38944719452E+00
-493.00000E-06,+175.91455649E-03,-1.43969845027E+00
-492.95000E-06,+181.44219462E-03,-1.43969845027E+00
-492.90000E-06,+176.41706904E-03,-1.43969845027E+00
-492.85000E-06,+183.45224485E-03,-1.46984920371E+00
-492.80000E-06,+177.92460672E-03,-1.52010045946E+00
-492.75000E-06,+182.44721973E-03,-1.52010045946E+00
-492.70000E-06,+189.98490809E-03,-1.53015071061E+00
-492.65000E-06,+183.45224485E-03,-1.56532658963E+00
-492.60000E-06,+183.45224485E-03,-1.52010045946E+00
-492.55000E-06,+183.45224485E-03,-1.59045221750E+00
-492.50000E-06,+184.45726996E-03,-1.52010045946E+00
-492.45000E-06,+191.49244577E-03,-1.52010045946E+00
-492.40000E-06,+196.51757134E-03,-1.57035171520E+00
-492.35000E-06,+184.95978252E-03,-1.60050246865E+00
-492.30000E-06,+191.49244577E-03,-1.53015071061E+00
-492.25000E-06,+194.50752111E-03,-1.60050246865E+00
-492.20000E-06,+194.00500855E-03,-1.60050246865E+00
-492.15000E-06,+198.52762157E-03,-1.60050246865E+00
-492.10000E-06,+192.49747088E-03,-1.61055271979E+00
-492.05000E-06,+196.01505878E-03,-1.64572859881E+00
-492.00000E-06,+191.49244577E-03,-1.60050246865E+00
-491.95000E-06,+198.52762157E-03,-1.67085422669E+00
-491.90000E-06,+198.02510901E-03,-1.74623111030E+00
-491.85000E-06,+194.50752111E-03,-1.68090447783E+00
-491.80000E-06,+204.55777226E-03,-1.68090447783E+00
-491.75000E-06,+200.03515924E-03,-1.68090447783E+00
-491.70000E-06,+199.53264669E-03,-1.61055271979E+00
-491.65000E-06,+199.53264669E-03,-1.68090447783E+00
-491.60000E-06,+194.00500855E-03,-1.68090447783E+00
-491.55000E-06,+198.52762157E-03,-1.75125623588E+00
-491.50000E-06,+200.53767180E-03,-1.74623111030E+00
-491.45000E-06,+204.05525970E-03,-1.74120598473E+00
-491.40000E-06,+204.55777226E-03,-1.78643211490E+00
-491.35000E-06,+207.57284760E-03,-1.83165824506E+00
-491.30000E-06,+200.53767180E-03,-1.76130648702E+00
-491.25000E-06,+210.58792295E-03,-1.79145724047E+00
-491.20000E-06,+210.08541039E-03,-1.78643211490E+00
-491.15000E-06,+207.57284760E-03,-1.76130648702E+00
-491.10000E-06,+200.53767180E-03,-1.76130648702E+00
-491.05000E-06,+207.57284760E-03,-1.79145724047E+00
-491.00000E-06,+212.59797318E-03,-1.84170849621E+00
-490.95000E-06,+215.61304852E-03,-1.84170849621E+00
-490.90000E-06,+214.10551085E-03,-1.84170849621E+00
-490.85000E-06,+207.57284760E-03,-1.84170849621E+00
-490.80000E-06,+207.57284760E-03,-1.84170849621E+00
-490.75000E-06,+214.60802341E-03,-1.84170849621E+00
-490.70000E-06,+222.14571177E-03,-1.90703512868E+00
-490.65000E-06,+212.09546062E-03,-1.84170849621E+00
-490.60000E-06,+207.57284760E-03,-1.84170849621E+00
-490.55000E-06,+214.60802341E-03,-1.91206025425E+00
-490.50000E-06,+208.57787272E-03,-1.93216075655E+00
-490.45000E-06,+212.09546062E-03,-1.96733663557E+00
-490.40000E-06,+217.62309875E-03,-1.92211050540E+00
-490.35000E-06,+216.11556108E-03,-1.92211050540E+00
-490.30000E-06,+216.61807364E-03,-1.92211050540E+00
-490.25000E-06,+223.65324944E-03,-1.95226125885E+00
-490.20000E-06,+223.65324944E-03,-1.94723613327E+00
-490.15000E-06,+216.11556108E-03,-1.99246226344E+00
-490.10000E-06,+223.65324944E-03,-1.98743713787E+00
-490.05000E-06,+223.65324944E-03,-1.95226125885E+00
-490.00000E-06,+223.65324944E-03,-2.05276377033E+00
-489.95000E-06,+223.65324944E-03,-2.00753764017E+00
-489.90000E-06,+216.61807364E-03,-1.98743713787E+00
-489.85000E-06,+226.66832479E-03,-1.95226125885E+00
-489.80000E-06,+226.16581223E-03,-2.00251251459E+00
-489.75000E-06,+230.68842525E-03,-1.92713563098E+00
-489.70000E-06,+224.65827456E-03,-2.08291452378E+00
-489.65000E-06,+228.17586246E-03,-2.04773864476E+00
-489.60000E-06,+228.67837502E-03,-2.00251251459E+00
-489.55000E-06,+231.69345036E-03,-2.07286427263E+00
-489.50000E-06,+231.69345036E-03,-2.08291452378E+00
-489.45000E-06,+231.69345036E-03,-2.04773864476E+00
-489.40000E-06,+226.16581223E-03,-2.05276377033E+00
-489.35000E-06,+230.68842525E-03,-2.08291452378E+00
-489.30000E-06,+230.18591269E-03,-2.09296477493E+00
-489.25000E-06,+226.66832479E-03,-2.12814065395E+00
-489.20000E-06,+231.69345036E-03,-2.13316577952E+00
-489.15000E-06,+231.69345036E-03,-2.08793964935E+00
-489.10000E-06,+231.69345036E-03,-2.16331653297E+00
-489.05000E-06,+231.69345036E-03,-2.16331653297E+00
-489.00000E-06,+236.71857594E-03,-2.10804015165E+00
-488.95000E-06,+232.19596292E-03,-2.15326628182E+00
-488.90000E-06,+237.22108849E-03,-2.09296477493E+00
-488.85000E-06,+226.66832479E-03,-2.12814065395E+00
-488.80000E-06,+226.16581223E-03,-2.18341703527E+00
-488.75000E-06,+237.72360105E-03,-2.09798990050E+00
-488.70000E-06,+238.22611361E-03,-2.16331653297E+00
-488.65000E-06,+234.70852571E-03,-2.16331653297E+00
-488.60000E-06,+234.20601315E-03,-2.16331653297E+00
-488.55000E-06,+238.72862617E-03,-2.16331653297E+00
-488.50000E-06,+239.73365128E-03,-2.16331653297E+00
-488.45000E-06,+239.73365128E-03,-2.16331653297E+00
-488.40000E-06,+239.73365128E-03,-2.16331653297E+00
-488.35000E-06,+239.73365128E-03,-2.16331653297E+00
-488.30000E-06,+239.73365128E-03,-2.17336678412E+00
-488.25000E-06,+236.21606338E-03,-2.24371854216E+00
-488.20000E-06,+236.71857594E-03,-2.18844216084E+00
-488.15000E-06,+239.73365128E-03,-2.16331653297E+00
-488.10000E-06,+239.73365128E-03,-2.24371854216E+00
-488.05000E-06,+239.73365128E-03,-2.24371854216E+00
-488.00000E-06,+239.73365128E-03,-2.24371854216E+00
-487.95000E-06,+239.73365128E-03,-2.31407030020E+00
-487.90000E-06,+239.73365128E-03,-2.24371854216E+00
-487.85000E-06,+236.21606338E-03,-2.24371854216E+00
-487.80000E-06,+241.74370151E-03,-2.29396979790E+00
-487.75000E-06,+240.23616384E-03,-2.24874366773E+00
-487.70000E-06,+246.26631453E-03,-2.22864316544E+00
-487.65000E-06,+239.73365128E-03,-2.19346728642E+00
-487.60000E-06,+239.73365128E-03,-2.24371854216E+00
-487.55000E-06,+239.73365128E-03,-2.24371854216E+00
-487.50000E-06,+246.26631453E-03,-2.30904517462E+00
-487.45000E-06,+242.74872662E-03,-2.27386929560E+00
-487.40000E-06,+247.77385220E-03,-2.32412055135E+00
-487.35000E-06,+247.77385220E-03,-2.24874366773E+00
-487.30000E-06,+239.73365128E-03,-2.32412055135E+00
-487.25000E-06,+242.74872662E-03,-2.28894467233E+00
-487.20000E-06,+247.77385220E-03,-2.29396979790E+00
-487.15000E-06,+247.77385220E-03,-2.39447230939E+00
-487.10000E-06,+246.26631453E-03,-2.38944718381E+00
-487.05000E-06,+245.76380197E-03,-2.32412055135E+00
-487.00000E-06,+250.28641499E-03,-2.32412055135E+00
-486.95000E-06,+247.77385220E-03,-2.32412055135E+00
-486.90000E-06,+240.73867640E-03,-2.32412055135E+00
-486.85000E-06,+247.77385220E-03,-2.32412055135E+00
-486.80000E-06,+247.77385220E-03,-2.32412055135E+00
-486.75000E-06,+247.77385220E-03,-2.32412055135E+00
-486.70000E-06,+247.77385220E-03,-2.33417080250E+00
-486.65000E-06,+244.25626430E-03,-2.40452256054E+00
-486.60000E-06,+244.75877685E-03,-2.40452256054E+00
-486.55000E-06,+254.80902800E-03,-2.40452256054E+00
-486.50000E-06,+254.30651545E-03,-2.33417080250E+00
-486.45000E-06,+250.78892754E-03,-2.40452256054E+00
-486.40000E-06,+255.81405312E-03,-2.40452256054E+00
-486.35000E-06,+248.27636476E-03,-2.40452256054E+00
-486.30000E-06,+247.77385220E-03,-2.41457281169E+00
-486.25000E-06,+247.77385220E-03,-2.48492456973E+00
-486.20000E-06,+252.79897777E-03,-2.42964818841E+00
-486.15000E-06,+248.27636476E-03,-2.40452256054E+00
-486.10000E-06,+248.77887731E-03,-2.40452256054E+00
-486.05000E-06,+255.81405312E-03,-2.40452256054E+00
-486.00000E-06,+250.28641499E-03,-2.40452256054E+00
-485.95000E-06,+254.80902800E-03,-2.40452256054E+00
-485.90000E-06,+254.30651545E-03,-2.46984919300E+00
-485.85000E-06,+247.77385220E-03,-2.40452256054E+00
-485.80000E-06,+252.79897777E-03,-2.45477381628E+00
-485.75000E-06,+248.27636476E-03,-2.40954768611E+00
-485.70000E-06,+247.77385220E-03,-2.48492456973E+00
-485.65000E-06,+250.78892754E-03,-2.48492456973E+00
-485.60000E-06,+250.28641499E-03,-2.48492456973E+00
-485.55000E-06,+247.77385220E-03,-2.40954768611E+00
-485.50000E-06,+255.81405312E-03,-2.49497482087E+00
-485.45000E-06,+252.29646522E-03,-2.49999994645E+00
-485.40000E-06,+252.79897777E-03,-2.45477381628E+00
-485.35000E-06,+255.81405312E-03,-2.55527632777E+00
-485.30000E-06,+254.30651545E-03,-2.54020095104E+00
-485.25000E-06,+250.78892754E-03,-2.40452256054E+00
-485.20000E-06,+250.28641499E-03,-2.45477381628E+00
-485.15000E-06,+254.80902800E-03,-2.48492456973E+00
-485.10000E-06,+247.77385220E-03,-2.49497482087E+00
-485.05000E-06,+247.77385220E-03,-2.53015069989E+00
-485.00000E-06,+247.77385220E-03,-2.48492456973E+00
-484.95000E-06,+247.77385220E-03,-2.48492456973E+00
-484.90000E-06,+254.30651545E-03,-2.49497482087E+00
-484.85000E-06,+250.78892754E-03,-2.53015069989E+00
-484.80000E-06,+255.81405312E-03,-2.48492456973E+00
-484.75000E-06,+255.81405312E-03,-2.55527632777E+00
-484.70000E-06,+255.81405312E-03,-2.55025120219E+00
-484.65000E-06,+255.81405312E-03,-2.51507532317E+00
-484.60000E-06,+255.81405312E-03,-2.51005019760E+00
-484.55000E-06,+248.27636476E-03,-2.55527632777E+00
-484.50000E-06,+255.81405312E-03,-2.49497482087E+00
-484.45000E-06,+252.29646522E-03,-2.56532657892E+00
-484.40000E-06,+252.79897777E-03,-2.51005019760E+00
-484.35000E-06,+255.81405312E-03,-2.55527632777E+00
-484.30000E-06,+262.34671636E-03,-2.49497482087E+00
-484.25000E-06,+255.81405312E-03,-2.56532657892E+00
-484.20000E-06,+255.81405312E-03,-2.51005019760E+00
-484.15000E-06,+248.27636476E-03,-2.55527632777E+00
-484.10000E-06,+255.81405312E-03,-2.55025120219E+00
-484.05000E-06,+255.81405312E-03,-2.51507532317E+00
-484.00000E-06,+255.81405312E-03,-2.56532657892E+00
-483.95000E-06,+248.27636476E-03,-2.56532657892E+00
-483.90000E-06,+248.77887731E-03,-2.63065321138E+00
-483.85000E-06,+255.81405312E-03,-2.56532657892E+00
-483.80000E-06,+255.81405312E-03,-2.56532657892E+00
-483.75000E-06,+255.81405312E-03,-2.63567833696E+00
-483.70000E-06,+247.77385220E-03,-2.56532657892E+00
-483.65000E-06,+247.77385220E-03,-2.56532657892E+00
-483.60000E-06,+252.79897777E-03,-2.56532657892E+00
-483.55000E-06,+255.81405312E-03,-2.56532657892E+00
-483.50000E-06,+254.30651545E-03,-2.57537683006E+00
-483.45000E-06,+253.80400289E-03,-2.61055270908E+00
-483.40000E-06,+253.30149033E-03,-2.56532657892E+00
-483.35000E-06,+254.80902800E-03,-2.56532657892E+00
-483.30000E-06,+255.81405312E-03,-2.49497482087E+00
-483.25000E-06,+255.81405312E-03,-2.56532657892E+00
-483.20000E-06,+255.81405312E-03,-2.56532657892E+00
-483.15000E-06,+241.24118895E-03,-2.56532657892E+00
-483.10000E-06,+262.34671636E-03,-2.56532657892E+00
-483.05000E-06,+252.29646522E-03,-2.56532657892E+00
-483.00000E-06,+252.79897777E-03,-2.56532657892E+00
-482.95000E-06,+255.81405312E-03,-2.56532657892E+00
-482.90000E-06,+254.30651545E-03,-2.56532657892E+00
-482.85000E-06,+250.78892754E-03,-2.56532657892E+00
-482.80000E-06,+250.28641499E-03,-2.61557783466E+00
-482.75000E-06,+247.77385220E-03,-2.57035170449E+00
-482.70000E-06,+255.81405312E-03,-2.64572858810E+00
-482.65000E-06,+255.81405312E-03,-2.61055270908E+00
-482.60000E-06,+255.81405312E-03,-2.56532657892E+00
-482.55000E-06,+248.27636476E-03,-2.63567833696E+00
-482.50000E-06,+255.81405312E-03,-2.63065321138E+00
-482.45000E-06,+255.81405312E-03,-2.56532657892E+00
-482.40000E-06,+250.28641499E-03,-2.56532657892E+00
-482.35000E-06,+254.80902800E-03,-2.63567833696E+00
-482.30000E-06,+247.77385220E-03,-2.64572858810E+00
-482.25000E-06,+250.78892754E-03,-2.61055270908E+00
-482.20000E-06,+255.81405312E-03,-2.61557783466E+00
-482.15000E-06,+255.81405312E-03,-2.57035170449E+00
-482.10000E-06,+248.77887731E-03,-2.63065321138E+00
-482.05000E-06,+252.29646522E-03,-2.59547733236E+00
-482.00000E-06,+247.77385220E-03,-2.64572858810E+00
-481.95000E-06,+254.80902800E-03,-2.57035170449E+00
-481.90000E-06,+255.81405312E-03,-2.56532657892E+00
-481.85000E-06,+252.29646522E-03,-2.56532657892E+00
-481.80000E-06,+247.77385220E-03,-2.56532657892E+00
-481.75000E-06,+247.77385220E-03,-2.63567833696E+00
-481.70000E-06,+246.26631453E-03,-2.65577883925E+00
-481.65000E-06,+242.74872662E-03,-2.69095471827E+00
-481.60000E-06,+242.24621407E-03,-2.69597984385E+00
-481.55000E-06,+246.76882708E-03,-2.65075371368E+00
-481.50000E-06,+247.77385220E-03,-2.57537683006E+00
-481.45000E-06,+247.77385220E-03,-2.61055270908E+00
-481.40000E-06,+247.77385220E-03,-2.56532657892E+00
-481.35000E-06,+240.23616384E-03,-2.56532657892E+00
-481.30000E-06,+239.73365128E-03,-2.57537683006E+00
-481.25000E-06,+239.73365128E-03,-2.61055270908E+00
-481.20000E-06,+244.75877685E-03,-2.56532657892E+00
-481.15000E-06,+240.23616384E-03,-2.56532657892E+00
-481.10000E-06,+240.73867640E-03,-2.56532657892E+00
-481.05000E-06,+247.77385220E-03,-2.56532657892E+00
-481.00000E-06,+247.77385220E-03,-2.56532657892E+00
-480.95000E-06,+240.23616384E-03,-2.56532657892E+00
-480.90000E-06,+239.73365128E-03,-2.63065321138E+00
-480.85000E-06,+242.74872662E-03,-2.56532657892E+00
-480.80000E-06,+242.24621407E-03,-2.56532657892E+00
-480.75000E-06,+253.80400289E-03,-2.63567833696E+00
-480.70000E-06,+238.22611361E-03,-2.64572858810E+00
-480.65000E-06,+234.70852571E-03,-2.64572858810E+00
-480.60000E-06,+239.73365128E-03,-2.59045220679E+00
-480.55000E-06,+239.73365128E-03,-2.63567833696E+00
-480.50000E-06,+239.73365128E-03,-2.56532657892E+00
-480.45000E-06,+239.73365128E-03,-2.59547733236E+00
-480.40000E-06,+239.73365128E-03,-2.59045220679E+00
-480.35000E-06,+239.73365128E-03,-2.56532657892E+00
-480.30000E-06,+232.69847548E-03,-2.56532657892E+00
-480.25000E-06,+239.73365128E-03,-2.56532657892E+00
-480.20000E-06,+239.73365128E-03,-2.56532657892E+00
-480.15000E-06,+239.73365128E-03,-2.56532657892E+00
-480.10000E-06,+239.73365128E-03,-2.55025120219E+00
-480.05000E-06,+239.73365128E-03,-2.51507532317E+00
-480.00000E-06,+234.20601315E-03,-2.56532657892E+00
-479.95000E-06,+231.69345036E-03,-2.56532657892E+00
-479.90000E-06,+230.18591269E-03,-2.63065321138E+00
-479.85000E-06,+226.66832479E-03,-2.56532657892E+00
-479.80000E-06,+236.71857594E-03,-2.56532657892E+00
-479.75000E-06,+232.19596292E-03,-2.56532657892E+00
-479.70000E-06,+231.69345036E-03,-2.55025120219E+00
-479.65000E-06,+231.69345036E-03,-2.48492456973E+00
-479.60000E-06,+231.69345036E-03,-2.53517582547E+00
-479.55000E-06,+231.69345036E-03,-2.48994969530E+00
-479.50000E-06,+231.69345036E-03,-2.56532657892E+00
-479.45000E-06,+231.69345036E-03,-2.49999994645E+00
-479.40000E-06,+231.69345036E-03,-2.50502507202E+00
-479.35000E-06,+231.69345036E-03,-2.48994969530E+00
-479.30000E-06,+231.69345036E-03,-2.49497482087E+00
-479.25000E-06,+228.17586246E-03,-2.56532657892E+00
-479.20000E-06,+223.65324944E-03,-2.51005019760E+00
-479.15000E-06,+230.68842525E-03,-2.48492456973E+00
-479.10000E-06,+232.69847548E-03,-2.56532657892E+00
-479.05000E-06,+233.20098803E-03,-2.56532657892E+00
-479.00000E-06,+233.70350059E-03,-2.51005019760E+00
-478.95000E-06,+225.16078711E-03,-2.48492456973E+00
-478.90000E-06,+223.65324944E-03,-2.55025120219E+00
-478.85000E-06,+223.65324944E-03,-2.48492456973E+00
-478.80000E-06,+223.65324944E-03,-2.48492456973E+00
-478.75000E-06,+223.65324944E-03,-2.48492456973E+00
-478.70000E-06,+223.65324944E-03,-2.48492456973E+00
-478.65000E-06,+226.66832479E-03,-2.48492456973E+00
-478.60000E-06,+226.16581223E-03,-2.48492456973E+00
-478.55000E-06,+223.65324944E-03,-2.48492456973E+00
-478.50000E-06,+223.65324944E-03,-2.41457281169E+00
-478.45000E-06,+223.65324944E-03,-2.44974869071E+00
-478.40000E-06,+223.65324944E-03,-2.45477381628E+00
-478.35000E-06,+216.11556108E-03,-2.48492456973E+00
-478.30000E-06,+216.61807364E-03,-2.48492456973E+00
-478.25000E-06,+220.13566154E-03,-2.48492456973E+00
-478.20000E-06,+215.61304852E-03,-2.42964818841E+00
-478.15000E-06,+215.61304852E-03,-2.47487431858E+00
-478.10000E-06,+221.14068666E-03,-2.40452256054E+00
-478.05000E-06,+210.58792295E-03,-2.43467331398E+00
-478.00000E-06,+215.61304852E-03,-2.42964818841E+00
-477.95000E-06,+215.61304852E-03,-2.32914567692E+00
-477.90000E-06,+215.61304852E-03,-2.40452256054E+00
-477.85000E-06,+215.61304852E-03,-2.40452256054E+00
-477.80000E-06,+210.08541039E-03,-2.40452256054E+00
-477.75000E-06,+207.57284760E-03,-2.47487431858E+00
-477.70000E-06,+214.10551085E-03,-2.38944718381E+00
-477.65000E-06,+207.57284760E-03,-2.35427130479E+00
-477.60000E-06,+207.57284760E-03,-2.40452256054E+00
-477.55000E-06,+214.60802341E-03,-2.32914567692E+00
-477.50000E-06,+207.57284760E-03,-2.33417080250E+00
-477.45000E-06,+207.57284760E-03,-2.40452256054E+00
-477.40000E-06,+202.04520947E-03,-2.40452256054E+00
-477.35000E-06,+199.53264669E-03,-2.40452256054E+00
-477.30000E-06,+207.57284760E-03,-2.33417080250E+00
-477.25000E-06,+204.05525970E-03,-2.36934668152E+00
-477.20000E-06,+199.53264669E-03,-2.37437180709E+00
-477.15000E-06,+199.53264669E-03,-2.32914567692E+00
-477.10000E-06,+206.06530993E-03,-2.32412055135E+00
-477.05000E-06,+199.53264669E-03,-2.35427130479E+00
-477.00000E-06,+199.53264669E-03,-2.34924617922E+00
-476.95000E-06,+199.53264669E-03,-2.32412055135E+00
-476.90000E-06,+199.53264669E-03,-2.32412055135E+00
-476.85000E-06,+199.53264669E-03,-2.32412055135E+00
-476.80000E-06,+194.00500855E-03,-2.32412055135E+00
-476.75000E-06,+198.52762157E-03,-2.32412055135E+00
-476.70000E-06,+199.53264669E-03,-2.32412055135E+00
-476.65000E-06,+199.53264669E-03,-2.32412055135E+00
