x-axis,1,2
second,Volt,Volt
-250.00000E-06,+103.05023566E-03,+67.83922203E-03
-249.97500E-06,+103.05023566E-03,+52.76384531E-03
-249.95000E-06,+103.05023566E-03,+27.63821743E-03
-249.92500E-06,+103.05023566E-03,+87.93972433E-03
-249.90000E-06,+100.53767287E-03,+7.53771514E-03
-249.87500E-06,+99.03013520E-03,+7.53771514E-03
-249.85000E-06,+103.05023566E-03,+7.53771514E-03
-249.82500E-06,+103.05023566E-03,+7.53771514E-03
-249.80000E-06,+111.09043658E-03,-47.73866618E-03
-249.77500E-06,+111.09043658E-03,+7.53771514E-03
-249.75000E-06,+104.55777333E-03,+7.53771514E-03
-249.72500E-06,+110.58792402E-03,+7.53771514E-03
-249.70000E-06,+105.06028589E-03,-72.86429405E-03
-249.67500E-06,+111.09043658E-03,-27.63816388E-03
-249.65000E-06,+111.09043658E-03,-52.76379175E-03
-249.62500E-06,+111.09043658E-03,-72.86429405E-03
-249.60000E-06,+111.09043658E-03,-72.86429405E-03
-249.57500E-06,+115.11053704E-03,-113.06529865E-03
-249.55000E-06,+112.59797425E-03,-87.93967078E-03
-249.52500E-06,+111.09043658E-03,-72.86429405E-03
-249.50000E-06,+121.14068773E-03,-153.26630324E-03
-249.47500E-06,+122.64822540E-03,-153.26630324E-03
-249.45000E-06,+125.16078819E-03,-153.26630324E-03
-249.42500E-06,+119.13063750E-03,-153.26630324E-03
-249.40000E-06,+121.14068773E-03,-153.26630324E-03
-249.37500E-06,+122.64822540E-03,-153.26630324E-03
-249.35000E-06,+125.16078819E-03,-153.26630324E-03
-249.32500E-06,+126.66832586E-03,-153.26630324E-03
-249.30000E-06,+121.14068773E-03,-233.66831243E-03
-249.27500E-06,+127.17083842E-03,-233.66831243E-03
-249.25000E-06,+127.17083842E-03,-233.66831243E-03
-249.22500E-06,+127.17083842E-03,-233.66831243E-03
-249.20000E-06,+127.17083842E-03,-233.66831243E-03
-249.17500E-06,+131.19093888E-03,-273.86931702E-03
-249.15000E-06,+135.21103933E-03,-248.74368915E-03
-249.12500E-06,+127.17083842E-03,-309.04519605E-03
-249.10000E-06,+135.21103933E-03,-233.66831243E-03
-249.07500E-06,+135.21103933E-03,-233.66831243E-03
-249.05000E-06,+141.24119002E-03,-293.96981932E-03
-249.02500E-06,+135.21103933E-03,-233.66831243E-03
-249.00000E-06,+137.22108956E-03,-253.76881473E-03
-248.97500E-06,+138.72862724E-03,-314.07032162E-03
-248.95000E-06,+141.24119002E-03,-314.07032162E-03
-248.92500E-06,+143.25124025E-03,-389.44720523E-03
