#x-axis,1,2
#second,Volt,Volt
-99.57000E-06,-154.23619375E-03,-233.66831243E-03
-99.56000E-06,-152.72865607E-03,-233.66831243E-03
-99.55000E-06,-146.19599283E-03,-233.66831243E-03
-99.54000E-06,-152.22614352E-03,-233.66831243E-03
-99.53000E-06,-146.69850538E-03,-153.26630324E-03
-99.52000E-06,-148.20604306E-03,-233.66831243E-03
-99.51000E-06,-154.23619375E-03,-233.66831243E-03
-99.50000E-06,-148.70855561E-03,-233.66831243E-03
-99.49000E-06,-154.23619375E-03,-153.26630324E-03
-99.48000E-06,-154.23619375E-03,-153.26630324E-03
-99.47000E-06,-154.23619375E-03,-153.26630324E-03
-99.46000E-06,-154.23619375E-03,-153.26630324E-03
-99.45000E-06,-154.23619375E-03,-153.26630324E-03
-99.44000E-06,-154.23619375E-03,-153.26630324E-03
-99.43000E-06,-154.23619375E-03,-153.26630324E-03
-99.42000E-06,-160.26634444E-03,-208.54268456E-03
-99.41000E-06,-162.27639467E-03,-153.26630324E-03
-99.40000E-06,-162.27639467E-03,-213.56781013E-03
-99.39000E-06,-162.27639467E-03,-153.26630324E-03
-99.38000E-06,-162.27639467E-03,-153.26630324E-03
-99.37000E-06,-162.27639467E-03,-153.26630324E-03
-99.36000E-06,-164.28644489E-03,-153.26630324E-03
-99.35000E-06,-166.79900768E-03,-113.06529865E-03
-99.34000E-06,-162.27639467E-03,-72.86429405E-03
-99.33000E-06,-170.31659558E-03,-148.24117767E-03
-99.32000E-06,-162.27639467E-03,-72.86429405E-03
-99.31000E-06,-158.75880676E-03,-72.86429405E-03
-99.30000E-06,-165.79398257E-03,-72.86429405E-03
-99.29000E-06,-162.77890722E-03,-148.24117767E-03
-99.28000E-06,-164.28644489E-03,-7.53766159E-03
-99.27000E-06,-170.31659558E-03,-108.04017307E-03
-99.26000E-06,-164.78895745E-03,-92.96479635E-03
-99.25000E-06,-170.31659558E-03,-72.86429405E-03
-99.24000E-06,-164.28644489E-03,-72.86429405E-03
-99.23000E-06,-170.31659558E-03,-72.86429405E-03
-99.22000E-06,-170.31659558E-03,-72.86429405E-03
-99.21000E-06,-170.31659558E-03,-72.86429405E-03
-99.20000E-06,-170.31659558E-03,-52.76379175E-03
-99.19000E-06,-170.31659558E-03,+7.53771514E-03
-99.18000E-06,-176.34674627E-03,+7.53771514E-03
-99.17000E-06,-170.81910814E-03,+7.53771514E-03
-99.16000E-06,-164.28644489E-03,-7.53766159E-03
-99.15000E-06,-174.33669604E-03,-32.66328946E-03
-99.14000E-06,-172.82915837E-03,+7.53771514E-03
-99.13000E-06,-170.31659558E-03,+7.53771514E-03
-99.12000E-06,-172.32664581E-03,+7.53771514E-03
-99.11000E-06,-178.35679650E-03,+7.53771514E-03
-99.10000E-06,-172.82915837E-03,+7.53771514E-03
-99.09000E-06,-170.31659558E-03,+7.53771514E-03
-99.08000E-06,-170.31659558E-03,-52.76379175E-03
-99.07000E-06,-170.31659558E-03,+7.53771514E-03
-99.06000E-06,-170.31659558E-03,+67.83922203E-03
-99.05000E-06,-185.89448486E-03,+12.56284071E-03
-99.04000E-06,-172.32664581E-03,+7.53771514E-03
-99.03000E-06,-178.35679650E-03,+7.53771514E-03
-99.02000E-06,-172.82915837E-03,+67.83922203E-03
-99.01000E-06,-178.35679650E-03,+12.56284071E-03
-99.00000E-06,-178.35679650E-03,+87.93972433E-03
-98.99000E-06,-178.35679650E-03,+87.93972433E-03
-98.98000E-06,-184.38694719E-03,+32.66334301E-03
-98.97000E-06,-186.39699742E-03,+87.93972433E-03
-98.96000E-06,-178.35679650E-03,+72.86434760E-03
-98.95000E-06,-178.35679650E-03,+47.73871973E-03
-98.94000E-06,-178.35679650E-03,+87.93972433E-03
-98.93000E-06,-178.35679650E-03,+87.93972433E-03
-98.92000E-06,-188.40704765E-03,+87.93972433E-03
-98.91000E-06,-190.91961044E-03,+87.93972433E-03
-98.90000E-06,-186.39699742E-03,+87.93972433E-03
-98.89000E-06,-186.39699742E-03,+168.34173352E-03
-98.88000E-06,-186.39699742E-03,+87.93972433E-03
-98.87000E-06,-186.39699742E-03,+52.76384531E-03
-98.86000E-06,-180.86935929E-03,+67.83922203E-03
-98.85000E-06,-186.39699742E-03,+168.34173352E-03
-98.84000E-06,-186.39699742E-03,+108.04022662E-03
-98.83000E-06,-186.39699742E-03,+168.34173352E-03
-98.82000E-06,-180.86935929E-03,+113.06535220E-03
-98.81000E-06,-186.39699742E-03,+87.93972433E-03
-98.80000E-06,-184.88945975E-03,+87.93972433E-03
-98.79000E-06,-182.37689696E-03,+87.93972433E-03
-98.78000E-06,-192.42714811E-03,+87.93972433E-03
-98.77000E-06,-186.89950998E-03,+168.34173352E-03
-98.76000E-06,-186.39699742E-03,+108.04022662E-03
-98.75000E-06,-190.41709788E-03,+133.16585450E-03
-98.74000E-06,-194.43719834E-03,+148.24123122E-03
-98.73000E-06,-194.43719834E-03,+168.34173352E-03
-98.72000E-06,-200.96986159E-03,+188.44223581E-03
-98.71000E-06,-194.43719834E-03,+213.56786368E-03
-98.70000E-06,-194.43719834E-03,+228.64324041E-03
-98.69000E-06,-194.43719834E-03,+173.36685909E-03
-98.68000E-06,-200.96986159E-03,+188.44223581E-03
-98.67000E-06,-194.43719834E-03,+248.74374270E-03
-98.66000E-06,-188.90956021E-03,+248.74374270E-03
-98.65000E-06,-194.43719834E-03,+248.74374270E-03
-98.64000E-06,-202.47739926E-03,+168.34173352E-03
-98.63000E-06,-198.95981136E-03,+208.54273811E-03
-98.62000E-06,-200.46734903E-03,+193.46736139E-03
-98.61000E-06,-202.47739926E-03,+248.74374270E-03
-98.60000E-06,-196.44724857E-03,+233.66836598E-03
-98.59000E-06,-198.95981136E-03,+208.54273811E-03
-98.58000E-06,-200.46734903E-03,+248.74374270E-03
-98.57000E-06,-202.47739926E-03,+329.14575189E-03
-98.56000E-06,-194.43719834E-03,+314.07037517E-03
-98.55000E-06,-194.43719834E-03,+248.74374270E-03
-98.54000E-06,-200.46734903E-03,+248.74374270E-03
-98.53000E-06,-194.93971090E-03,+248.74374270E-03
-98.52000E-06,-200.96986159E-03,+329.14575189E-03
-98.51000E-06,-198.45729880E-03,+329.14575189E-03
-98.50000E-06,-196.94976113E-03,+329.14575189E-03
-98.49000E-06,-202.47739926E-03,+329.14575189E-03
-98.48000E-06,-202.47739926E-03,+268.84424500E-03
-98.47000E-06,-206.49749972E-03,+329.14575189E-03
-98.46000E-06,-204.98996205E-03,+329.14575189E-03
-98.45000E-06,-202.47739926E-03,+409.54776108E-03
-98.44000E-06,-202.47739926E-03,+329.14575189E-03
-98.43000E-06,-202.47739926E-03,+329.14575189E-03
-98.42000E-06,-214.03518808E-03,+329.14575189E-03
-98.41000E-06,-218.55780110E-03,+253.76886828E-03
-98.40000E-06,-209.01006251E-03,+329.14575189E-03
-98.39000E-06,-206.49749972E-03,+293.96987287E-03
-98.38000E-06,-210.51760018E-03,+309.04524960E-03
-98.37000E-06,-210.51760018E-03,+329.14575189E-03
-98.36000E-06,-204.48744949E-03,+329.14575189E-03
-98.35000E-06,-207.00001228E-03,+369.34675649E-03
-98.34000E-06,-208.50754995E-03,+354.27137977E-03
-98.33000E-06,-210.51760018E-03,+409.54776108E-03
-98.32000E-06,-204.48744949E-03,+349.24625419E-03
-98.31000E-06,-214.53770064E-03,+409.54776108E-03
-98.30000E-06,-213.03016297E-03,+354.27137977E-03
-98.29000E-06,-226.09548946E-03,+409.54776108E-03
-98.28000E-06,-210.51760018E-03,+409.54776108E-03
-98.27000E-06,-210.51760018E-03,+409.54776108E-03
-98.26000E-06,-210.51760018E-03,+409.54776108E-03
-98.25000E-06,-210.51760018E-03,+409.54776108E-03
-98.24000E-06,-217.05026343E-03,+409.54776108E-03
-98.23000E-06,-210.51760018E-03,+409.54776108E-03
-98.22000E-06,-216.54775087E-03,+409.54776108E-03
-98.21000E-06,-218.55780110E-03,+409.54776108E-03
-98.20000E-06,-217.05026343E-03,+409.54776108E-03
-98.19000E-06,-214.53770064E-03,+409.54776108E-03
-98.18000E-06,-213.03016297E-03,+469.84926797E-03
-98.17000E-06,-218.55780110E-03,+489.94977027E-03
-98.16000E-06,-218.55780110E-03,+429.64826338E-03
-98.15000E-06,-218.55780110E-03,+489.94977027E-03
-98.14000E-06,-218.55780110E-03,+489.94977027E-03
-98.13000E-06,-218.55780110E-03,+489.94977027E-03
-98.12000E-06,-218.55780110E-03,+489.94977027E-03
-98.11000E-06,-218.55780110E-03,+489.94977027E-03
-98.10000E-06,-218.55780110E-03,+489.94977027E-03
-98.09000E-06,-218.55780110E-03,+489.94977027E-03
-98.08000E-06,-226.59800202E-03,+489.94977027E-03
-98.07000E-06,-223.08041411E-03,+489.94977027E-03
-98.06000E-06,-224.58795179E-03,+489.94977027E-03
-98.05000E-06,-226.59800202E-03,+489.94977027E-03
-98.04000E-06,-226.59800202E-03,+555.27640274E-03
-98.03000E-06,-226.59800202E-03,+489.94977027E-03
-98.02000E-06,-226.59800202E-03,+550.25127716E-03
-98.01000E-06,-219.06031366E-03,+494.97489585E-03
-98.00000E-06,-220.56785133E-03,+555.27640274E-03
-97.99000E-06,-226.59800202E-03,+530.15077487E-03
-97.98000E-06,-226.59800202E-03,+570.35177946E-03
-97.97000E-06,-219.06031366E-03,+570.35177946E-03
-97.96000E-06,-226.59800202E-03,+555.27640274E-03
-97.95000E-06,-226.59800202E-03,+530.15077487E-03
-97.94000E-06,-226.59800202E-03,+570.35177946E-03
-97.93000E-06,-226.59800202E-03,+570.35177946E-03
-97.92000E-06,-226.59800202E-03,+555.27640274E-03
-97.91000E-06,-226.59800202E-03,+530.15077487E-03
-97.90000E-06,-232.62815271E-03,+570.35177946E-03
-97.89000E-06,-234.63820294E-03,+570.35177946E-03
-97.88000E-06,-228.60805225E-03,+570.35177946E-03
-97.87000E-06,-231.12061503E-03,+610.55278406E-03
-97.86000E-06,-226.59800202E-03,+650.75378865E-03
-97.85000E-06,-234.63820294E-03,+650.75378865E-03
-97.84000E-06,-226.59800202E-03,+570.35177946E-03
-97.83000E-06,-226.59800202E-03,+570.35177946E-03
-97.82000E-06,-232.62815271E-03,+630.65328635E-03
-97.81000E-06,-234.63820294E-03,+650.75378865E-03
-97.80000E-06,-226.59800202E-03,+650.75378865E-03
-97.79000E-06,-230.61810248E-03,+650.75378865E-03
-97.78000E-06,-234.63820294E-03,+650.75378865E-03
-97.77000E-06,-227.10051457E-03,+650.75378865E-03
-97.76000E-06,-239.66332851E-03,+650.75378865E-03
-97.75000E-06,-226.59800202E-03,+650.75378865E-03
-97.74000E-06,-232.62815271E-03,+650.75378865E-03
-97.73000E-06,-227.10051457E-03,+650.75378865E-03
-97.72000E-06,-233.13066526E-03,+635.67841193E-03
-97.71000E-06,-230.61810248E-03,+650.75378865E-03
-97.70000E-06,-234.63820294E-03,+675.87941652E-03
-97.69000E-06,-227.10051457E-03,+650.75378865E-03
-97.68000E-06,-234.63820294E-03,+650.75378865E-03
-97.67000E-06,-234.63820294E-03,+650.75378865E-03
-97.66000E-06,-234.63820294E-03,+711.05529554E-03
-97.65000E-06,-234.63820294E-03,+731.15579784E-03
-97.64000E-06,-239.66332851E-03,+670.85429095E-03
-97.63000E-06,-230.61810248E-03,+695.97991882E-03
-97.62000E-06,-234.63820294E-03,+711.05529554E-03
-97.61000E-06,-234.63820294E-03,+731.15579784E-03
-97.60000E-06,-236.64825317E-03,+670.85429095E-03
-97.59000E-06,-239.16081595E-03,+695.97991882E-03
-97.58000E-06,-234.63820294E-03,+711.05529554E-03
-97.57000E-06,-242.67840385E-03,+731.15579784E-03
-97.56000E-06,-234.63820294E-03,+796.48243031E-03
-97.55000E-06,-238.65830339E-03,+731.15579784E-03
-97.54000E-06,-242.67840385E-03,+791.45730473E-03
-97.53000E-06,-235.14071549E-03,+811.55780703E-03
-97.52000E-06,-242.67840385E-03,+751.25630014E-03
-97.51000E-06,-242.67840385E-03,+776.38192801E-03
-97.50000E-06,-237.15076572E-03,+791.45730473E-03
-97.49000E-06,-242.67840385E-03,+811.55780703E-03
-97.48000E-06,-242.67840385E-03,+811.55780703E-03
-97.47000E-06,-242.67840385E-03,+811.55780703E-03
-97.46000E-06,-242.67840385E-03,+811.55780703E-03
-97.45000E-06,-242.67840385E-03,+811.55780703E-03
-97.44000E-06,-242.67840385E-03,+751.25630014E-03
-97.43000E-06,-239.16081595E-03,+811.55780703E-03
-97.42000E-06,-240.66835362E-03,+811.55780703E-03
-97.41000E-06,-242.67840385E-03,+891.95981622E-03
-97.40000E-06,-242.67840385E-03,+856.78393720E-03
-97.39000E-06,-242.67840385E-03,+771.35680243E-03
-97.38000E-06,-248.70855454E-03,+811.55780703E-03
-97.37000E-06,-235.64322805E-03,+891.95981622E-03
-97.36000E-06,-244.68845408E-03,+811.55780703E-03
-97.35000E-06,-247.20101687E-03,+851.75881162E-03
-97.34000E-06,-242.67840385E-03,+891.95981622E-03
-97.33000E-06,-250.71860477E-03,+816.58293260E-03
-97.32000E-06,-242.67840385E-03,+891.95981622E-03
-97.31000E-06,-246.69850431E-03,+891.95981622E-03
-97.30000E-06,-245.19096664E-03,+891.95981622E-03
-97.29000E-06,-250.71860477E-03,+891.95981622E-03
-97.28000E-06,-242.67840385E-03,+912.06031851E-03
-97.27000E-06,-242.67840385E-03,+937.18594639E-03
-97.26000E-06,-242.67840385E-03,+891.95981622E-03
-97.25000E-06,-242.67840385E-03,+891.95981622E-03
-97.24000E-06,-242.67840385E-03,+891.95981622E-03
-97.23000E-06,-246.69850431E-03,+891.95981622E-03
-97.22000E-06,-250.71860477E-03,+952.26132311E-03
-97.21000E-06,-243.18091641E-03,+816.58293260E-03
-97.20000E-06,-242.67840385E-03,+891.95981622E-03
-97.19000E-06,-246.69850431E-03,+932.16082081E-03
-97.18000E-06,-250.71860477E-03,+972.36182541E-03
-97.17000E-06,-250.71860477E-03,+896.98494179E-03
-97.16000E-06,-244.68845408E-03,+912.06031851E-03
-97.15000E-06,-250.71860477E-03,+937.18594639E-03
-97.14000E-06,-245.19096664E-03,+891.95981622E-03
-97.13000E-06,-250.71860477E-03,+972.36182541E-03
-97.12000E-06,-242.67840385E-03,+1.01758795558E+00
-97.11000E-06,-242.67840385E-03,+932.16082081E-03
-97.10000E-06,-248.70855454E-03,+972.36182541E-03
-97.09000E-06,-250.71860477E-03,+896.98494179E-03
-97.08000E-06,-250.71860477E-03,+957.28644868E-03
-97.07000E-06,-250.71860477E-03,+932.16082081E-03
-97.06000E-06,-250.71860477E-03,+1.03266333230E+00
-97.05000E-06,-250.71860477E-03,+977.38695098E-03
-97.04000E-06,-250.71860477E-03,+972.36182541E-03
-97.03000E-06,-254.73870523E-03,+972.36182541E-03
-97.02000E-06,-253.23116756E-03,+972.36182541E-03
-97.01000E-06,-250.71860477E-03,+1.05276383460E+00
-97.00000E-06,-258.75880569E-03,+972.36182541E-03
-96.99000E-06,-255.24121779E-03,+972.36182541E-03
-96.98000E-06,-250.71860477E-03,+972.36182541E-03
-96.97000E-06,-250.71860477E-03,+1.05276383460E+00
-96.96000E-06,-252.72865500E-03,+1.05276383460E+00
-96.95000E-06,-258.75880569E-03,+1.05276383460E+00
-96.94000E-06,-253.23116756E-03,+1.05276383460E+00
-96.93000E-06,-250.71860477E-03,+1.05276383460E+00
-96.92000E-06,-252.72865500E-03,+1.11809046706E+00
-96.91000E-06,-255.24121779E-03,+1.01758795558E+00
-96.90000E-06,-250.71860477E-03,+1.03266333230E+00
-96.89000E-06,-250.71860477E-03,+1.05276383460E+00
-96.88000E-06,-252.72865500E-03,+1.09798996476E+00
-96.87000E-06,-258.75880569E-03,+1.05276383460E+00
-96.86000E-06,-253.23116756E-03,+1.07788946247E+00
-96.85000E-06,-250.71860477E-03,+1.05276383460E+00
-96.84000E-06,-250.71860477E-03,+1.05276383460E+00
-96.83000E-06,-250.71860477E-03,+1.09296483919E+00
-96.82000E-06,-256.74875546E-03,+1.13316584378E+00
-96.81000E-06,-251.22111733E-03,+1.05778896017E+00
-96.80000E-06,-244.68845408E-03,+1.11809046706E+00
-96.79000E-06,-250.71860477E-03,+1.05276383460E+00
-96.78000E-06,-256.74875546E-03,+1.11306534149E+00
-96.77000E-06,-258.75880569E-03,+1.13316584378E+00
-96.76000E-06,-252.72865500E-03,+1.13316584378E+00
-96.75000E-06,-258.75880569E-03,+1.09798996476E+00
-96.74000E-06,-258.75880569E-03,+1.17336684838E+00
-96.73000E-06,-251.22111733E-03,+1.05778896017E+00
-96.72000E-06,-265.29146894E-03,+1.13316584378E+00
-96.71000E-06,-258.75880569E-03,+1.17336684838E+00
-96.70000E-06,-258.75880569E-03,+1.21356785297E+00
-96.69000E-06,-258.75880569E-03,+1.05778896017E+00
-96.68000E-06,-252.72865500E-03,+1.15326634608E+00
-96.67000E-06,-258.75880569E-03,+1.17839197395E+00
-96.66000E-06,-258.75880569E-03,+1.13316584378E+00
-96.65000E-06,-258.75880569E-03,+1.13316584378E+00
-96.64000E-06,-258.75880569E-03,+1.13316584378E+00
-96.63000E-06,-255.24121779E-03,+1.17336684838E+00
-96.62000E-06,-256.74875546E-03,+1.15829147166E+00
-96.61000E-06,-258.75880569E-03,+1.13316584378E+00
-96.60000E-06,-260.76885592E-03,+1.13316584378E+00
-96.59000E-06,-263.28141871E-03,+1.17336684838E+00
-96.58000E-06,-258.75880569E-03,+1.21356785297E+00
-96.57000E-06,-258.75880569E-03,+1.21356785297E+00
-96.56000E-06,-258.75880569E-03,+1.21356785297E+00
-96.55000E-06,-258.75880569E-03,+1.17839197395E+00
-96.54000E-06,-258.75880569E-03,+1.19346735068E+00
-96.53000E-06,-258.75880569E-03,+1.21356785297E+00
-96.52000E-06,-252.72865500E-03,+1.21356785297E+00
-96.51000E-06,-262.77890615E-03,+1.21356785297E+00
-96.50000E-06,-261.27136848E-03,+1.27386935987E+00
-96.49000E-06,-258.75880569E-03,+1.29396986216E+00
-96.48000E-06,-258.75880569E-03,+1.21356785297E+00
-96.47000E-06,-262.77890615E-03,+1.21356785297E+00
-96.46000E-06,-266.79900661E-03,+1.21356785297E+00
-96.45000E-06,-259.26131825E-03,+1.29396986216E+00
-96.44000E-06,-265.29146894E-03,+1.23366835527E+00
-96.43000E-06,-258.75880569E-03,+1.25879398314E+00
-96.42000E-06,-264.78895638E-03,+1.27386935987E+00
-96.41000E-06,-251.72362989E-03,+1.29396986216E+00
-96.40000E-06,-268.80905684E-03,+1.27889448544E+00
-96.39000E-06,-267.80403173E-03,+1.21356785297E+00
-96.38000E-06,-264.78895638E-03,+1.27386935987E+00
-96.37000E-06,-266.79900661E-03,+1.21859297855E+00
-96.36000E-06,-260.76885592E-03,+1.21356785297E+00
-96.35000E-06,-266.79900661E-03,+1.29396986216E+00
-96.34000E-06,-266.79900661E-03,+1.31909549003E+00
-96.33000E-06,-266.79900661E-03,+1.29396986216E+00
-96.32000E-06,-258.75880569E-03,+1.35929649463E+00
-96.31000E-06,-258.75880569E-03,+1.29396986216E+00
-96.30000E-06,-264.78895638E-03,+1.35427136905E+00
-96.29000E-06,-259.26131825E-03,+1.37437187135E+00
-96.28000E-06,-266.79900661E-03,+1.29396986216E+00
-96.27000E-06,-263.28141871E-03,+1.33417086676E+00
-96.26000E-06,-264.78895638E-03,+1.31909549003E+00
-96.25000E-06,-259.26131825E-03,+1.29396986216E+00
-96.24000E-06,-265.29146894E-03,+1.37437187135E+00
-96.23000E-06,-258.75880569E-03,+1.37437187135E+00
-96.22000E-06,-264.78895638E-03,+1.37437187135E+00
-96.21000E-06,-266.79900661E-03,+1.37437187135E+00
-96.20000E-06,-260.76885592E-03,+1.37437187135E+00
-96.19000E-06,-263.28141871E-03,+1.37437187135E+00
-96.18000E-06,-258.75880569E-03,+1.37437187135E+00
-96.17000E-06,-266.79900661E-03,+1.37437187135E+00
-96.16000E-06,-260.76885592E-03,+1.43969850382E+00
-96.15000E-06,-263.28141871E-03,+1.37437187135E+00
-96.14000E-06,-264.78895638E-03,+1.43467337824E+00
-96.13000E-06,-266.79900661E-03,+1.37939699693E+00
-96.12000E-06,-260.76885592E-03,+1.39447237365E+00
-96.11000E-06,-263.28141871E-03,+1.41959800152E+00
-96.10000E-06,-258.75880569E-03,+1.43467337824E+00
-96.09000E-06,-266.79900661E-03,+1.37939699693E+00
-96.08000E-06,-266.79900661E-03,+1.37437187135E+00
-96.07000E-06,-270.81910707E-03,+1.37437187135E+00
-96.06000E-06,-269.31156940E-03,+1.43467337824E+00
-96.05000E-06,-266.79900661E-03,+1.37939699693E+00
-96.04000E-06,-268.80905684E-03,+1.45477388054E+00
-96.03000E-06,-271.32161963E-03,+1.45477388054E+00
-96.02000E-06,-261.27136848E-03,+1.39949749922E+00
-96.01000E-06,-258.75880569E-03,+1.45477388054E+00
-96.00000E-06,-266.79900661E-03,+1.45477388054E+00
-95.99000E-06,-270.81910707E-03,+1.49497488514E+00
-95.98000E-06,-263.78393127E-03,+1.47989950841E+00
-95.97000E-06,-266.79900661E-03,+1.45477388054E+00
-95.96000E-06,-266.79900661E-03,+1.47487438284E+00
-95.95000E-06,-266.79900661E-03,+1.53517588973E+00
-95.94000E-06,-266.79900661E-03,+1.53517588973E+00
-95.93000E-06,-274.83920753E-03,+1.45979900612E+00
-95.92000E-06,-266.79900661E-03,+1.45477388054E+00
-95.91000E-06,-266.79900661E-03,+1.45477388054E+00
-95.90000E-06,-266.79900661E-03,+1.45477388054E+00
-95.89000E-06,-266.79900661E-03,+1.53517588973E+00
-95.88000E-06,-260.76885592E-03,+1.47487438284E+00
-95.87000E-06,-266.79900661E-03,+1.50000001071E+00
-95.86000E-06,-261.27136848E-03,+1.45477388054E+00
-95.85000E-06,-274.33669497E-03,+1.53517588973E+00
-95.84000E-06,-266.79900661E-03,+1.53517588973E+00
-95.83000E-06,-263.28141871E-03,+1.53517588973E+00
-95.82000E-06,-264.78895638E-03,+1.47989950841E+00
-95.81000E-06,-266.79900661E-03,+1.53517588973E+00
-95.80000E-06,-260.76885592E-03,+1.47487438284E+00
-95.79000E-06,-266.79900661E-03,+1.53517588973E+00
-95.78000E-06,-266.79900661E-03,+1.47989950841E+00
-95.77000E-06,-259.26131825E-03,+1.53517588973E+00
-95.76000E-06,-273.33166986E-03,+1.53517588973E+00
-95.75000E-06,-266.79900661E-03,+1.53517588973E+00
-95.74000E-06,-266.79900661E-03,+1.53517588973E+00
-95.73000E-06,-266.79900661E-03,+1.53517588973E+00
-95.72000E-06,-258.75880569E-03,+1.55527639203E+00
-95.71000E-06,-262.77890615E-03,+1.61557789892E+00
-95.70000E-06,-261.27136848E-03,+1.61557789892E+00
-95.69000E-06,-266.79900661E-03,+1.54020101530E+00
-95.68000E-06,-258.75880569E-03,+1.60050252220E+00
-95.67000E-06,-262.77890615E-03,+1.57537689433E+00
-95.66000E-06,-266.79900661E-03,+1.56030151760E+00
-95.65000E-06,-259.26131825E-03,+1.61557789892E+00
-95.64000E-06,-258.75880569E-03,+1.61557789892E+00
-95.63000E-06,-262.77890615E-03,+1.61557789892E+00
-95.62000E-06,-261.27136848E-03,+1.61557789892E+00
-95.61000E-06,-258.75880569E-03,+1.61557789892E+00
-95.60000E-06,-266.79900661E-03,+1.61557789892E+00
-95.59000E-06,-266.79900661E-03,+1.61557789892E+00
-95.58000E-06,-255.74373035E-03,+1.61557789892E+00
-95.57000E-06,-266.29649405E-03,+1.69597990811E+00
-95.56000E-06,-266.79900661E-03,+1.61557789892E+00
-95.55000E-06,-266.79900661E-03,+1.61557789892E+00
-95.54000E-06,-261.27136848E-03,+1.61557789892E+00
-95.53000E-06,-258.75880569E-03,+1.61557789892E+00
-95.52000E-06,-258.75880569E-03,+1.63567840122E+00
-95.51000E-06,-262.77890615E-03,+1.66080402909E+00
-95.50000E-06,-266.79900661E-03,+1.61557789892E+00
-95.49000E-06,-266.79900661E-03,+1.69597990811E+00
-95.48000E-06,-265.29146894E-03,+1.69597990811E+00
-95.47000E-06,-258.75880569E-03,+1.66080402909E+00
-95.46000E-06,-264.78895638E-03,+1.61557789892E+00
-95.45000E-06,-259.26131825E-03,+1.69597990811E+00
-95.44000E-06,-260.76885592E-03,+1.69597990811E+00
-95.43000E-06,-263.28141871E-03,+1.66080402909E+00
-95.42000E-06,-258.75880569E-03,+1.61557789892E+00
-95.41000E-06,-258.75880569E-03,+1.61557789892E+00
-95.40000E-06,-258.75880569E-03,+1.69597990811E+00
-95.39000E-06,-258.75880569E-03,+1.69597990811E+00
-95.38000E-06,-264.78895638E-03,+1.64070352679E+00
-95.37000E-06,-266.79900661E-03,+1.77638191730E+00
-95.36000E-06,-257.25126802E-03,+1.69597990811E+00
-95.35000E-06,-254.73870523E-03,+1.66080402909E+00
-95.34000E-06,-258.75880569E-03,+1.67587940581E+00
-95.33000E-06,-258.75880569E-03,+1.69597990811E+00
-95.32000E-06,-258.75880569E-03,+1.69597990811E+00
-95.31000E-06,-258.75880569E-03,+1.69597990811E+00
-95.30000E-06,-258.75880569E-03,+1.69597990811E+00
-95.29000E-06,-258.75880569E-03,+1.69597990811E+00
-95.28000E-06,-252.72865500E-03,+1.69597990811E+00
-95.27000E-06,-258.75880569E-03,+1.69597990811E+00
-95.26000E-06,-258.75880569E-03,+1.69597990811E+00
